Sentence_ID,MT Tool,mt_output,en,ar,Linguistic Shift Type,Subtype,Sub-Subtype,Keyword,Best_Match,Severity_Level,Severity_Score,SubSubtype_WGT,TQA_Category,Shift_Group_Weight,TQA_Category_Weight,tier
2009/s/res/1904_2009_/23:1,en_ar_GOOGLE,(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. بما في ذلك الأسلحة والذخيرة، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلق بالأنشطة العسكرية؛,"(c) Prevent the direct or indirect supply, sale, or transfer to these individuals, groups, undertakings and entities from their territories or by their nationals outside their territories, or using their flag vessels or aircraft, of arms and related materiel of all types including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned, and technical advice, assistance, or training related to military activities;",(ج) منع توريد الأسلحة وما يتصل بها من معدات بجميع أنواعها، بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، أو بيعها أو نقلها، بطرق مباشرة أو غير مباشرة، إلى أولئك الأفراد أو تلك الجماعات والمؤسسات والكيانات، من أراضيها أو من جانب رعاياها خارج أراضيها أو باستخدام السفن أو الطائرات التي تحمل أعلامها، وكذلك منع تقديم أي مشورة فنية أو مساعدة أو تدريب يتصل بالأنشطة العسكرية؛,Morphosyntactic Shift ,Morphological Error,Invalid Pattern,معدات, الأعتدة,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2009/s/2009/170/31:1,en_ar_GOOGLE,(ح) وضع منهجيات لتحسين فعالية التعاون مع فرادى الدول والمنظمات دون الإقليمية والإقليمية والدولية، والترتيبات المتعددة الأطراف التي تتناول ضوابط التصدير والكيانات ذات الصلة داخل منظومة الأمم المتحدة، وتقييم مستوى التعاون بين اللجان المنشأة عملاً القرارات 1540 (2004)، 1267 (1999) و 1373 (2001)، بتقييم مستوى تبادل المعلومات وتنسيق الزيارات إلى البلدان، على وجه الخصوص، وتقديم توصيات محددة، إذا كان ذلك مناسبا، لتعزيز التعاون.,"(h) Develop methodologies to improve the effectiveness of cooperation with individual States, subregional, regional and international organizations, multilateral arrangements dealing with export controls and relevant entities within the United Nations system, and to assess the level of cooperation between the Committees established pursuant to resolutions 1540 (2004), 1267 (1999) and 1373 (2001), assessing, in particular, the level of information sharing and coordination on visits to countries, and make specific recommendations, if appropriate, for enhancing cooperation.",(ح) وضع منهجيات لتحسين فعالية التعاون مع فرادى الدول والمنظمات دون الإقليمية والمنظمات الإقليمية والمنظمات الدولية والترتيبات المتعددة الأطراف التي تتعامل مع ضوابط التصدير والكيانات ذات الصلة داخل منظومة الأمم المتحدة، وتقييم مستوى التعاون بين اللجان المنشأة عملا بقرارات مجلس الأمن 1540 (2004) و 1267 (1999) و 1373 (2001)، والعمل بوجه خاص على تقييم مستوى تبادل المعلومات والتنسيق فيما يتعلق بالزيارات القطرية، وطرح توصيات محددة، حسب الاقتضاء، من أجل تعزيز التعاون.,Morphosyntactic Shift ,Morphological Error,Invalid Pattern,عملاً بالقرارات , عملاً القرارات,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2013/s/prst/2013/21/9:1,en_ar_DEEP,"""ويعرب مجلس الأمن عن قلقه إزاء التهديد الذي تشكله الأسلحة والذخائر غير المؤمنة في ليبيا وانتشارها، مما يشكل خطرا على الاستقرار، بما في ذلك من خلال نقلها إلى الجماعات الإرهابية والمتطرفة، ويدعو الحكومة الليبية إلى اتخاذ تدابير ملموسة للسيطرة على مخزونات الأسلحة والذخيرة في ليبيا من خلال ضمان الإدارة السليمة والتخزين الآمن، والتخلص الفعال، عند الاقتضاء، من الأسلحة والأعتدة ذات الصلة ومن خلال تعزيز أمن الحدود، ويحث في هذا الصدد الدول المجاورة على التعاون مع السلطات الليبية في جهودها لتأمين حدودها. .","""The Security Council expresses its concern at the threat posed by unsecured arms and ammunition in Libya and their proliferation, which poses a risk to stability, including through transfer to terrorist and extremist groups, and calls on the Libyan government to take concrete measures to control arms and ammunition stockpiles in Libya by ensuring proper management, safe storage and, where appropriate, effective disposal of arms and related materiel and through strengthening border security, and in this regard urges neighbouring states to cooperate with the Libyan authorities' efforts to secure their borders.",''ويعرب مجلس الأمن عن قلقه إزاء التهديد الناجم عن الأسلحة والذخائر غير المؤمَّنة في ليبيا وعن انتشارها، لما تشكله من خطر على الاستقرار لأسباب تشمل خطر نقلها إلى الجماعات الإرهابية والمتطرفة، ويدعو الحكومة الليبية إلى اتخاذ تدابير ملموسة لإحكام سيطرتها على مخزونات الأسلحة والذخائر في ليبيا، وذلك من خلال كفالة حسن إدارة الأسلحة وما يتصل بها من عتاد وتخزينها على نحو آمن، والتخلص منها بفعالية عند الاقتضاء، وكذلك من خلال تعزيز أمن الحدود، ويحث الدول المجاورة على التعاون في هذا الصدد مع السلطات الليبية في الجهود التي تبذلها لكفالة أمن حدودها.,Morphosyntactic Shift ,Morphological Error,Invalid Pattern,عتاد,الأعتدة,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2008/s/2008/80/79:1,en_ar_DEEPL,19. إن إنشاء الفريق المعني بالقرار 1624 (2005) وجوانب حقوق الإنسان في مكافحة الإرهاب سيمكن المديرية التنفيذية أولا من المساهمة في نظر اللجنة في الكيفية التي يمكن أن تساعد بها الدول الأعضاء على معالجة مسائل من قبيل التحريض على الإرهاب والحوارات بين الثقافات التي أثارها القرار 1624 (2005).,"19. The establishment of the group on resolution 1624 (2005) and the human rights aspects of counter-terrorism will, firstly, enable the Executive Directorate to contribute to the Committee's consideration of how it might assist Member States to address issues such as incitement to terrorism and the inter-cultural dialogues raised by resolution 1624 (2005).",19 - وسيؤدي إنشاء الفريق المعني بالقرار 1624 (2005) وجوانب حقوق الإنسان المتعلقة بمكافحة الإرهاب إلى ما يلي: أولا، تمكين المديرية التنفيذية من الإسهام في نظر اللجنة في كيفية قيامها بمساعدة الدول الأعضاء على تناول مسائل مثل التحريض على الإرهاب والحوار المشترك بين الثقافات التي أثارها القرار 1624 (2005).,Morphosyntactic Shift,Morphological Error,Tanween Omission,أولاً , أولا,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2012/s/2012/373/374:1,en_ar_DEEP,أولاً، أدى إنشاء المحاكم المخصصة إلى تحفيز السلطات الوطنية على مكافحة الإفلات من العقاب على هذه الجرائم نفسها.,"First, the establishment of the ad hoc tribunals motivated national authorities to take up the fight against impunity for these same crimes.",أولا، لقد حفز إنشاء المحكمتين المخصصتين السلطات الوطنية على خوض معركة الكفاح ضد الإفلات من العقاب على هذه الجرائم نفسها.,Morphosyntactic Shift,Morphological Error,Tanween Omission,أولاً , أولا,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2005/s/2005/699/320:3,en_ar_TRANSFORMERS,وقد أُلغيت الرحلة ولم يتم تفادي حدوث أزمة إلا بعد أن اتصل قائد قوة ليكورن، الجنرال إيراستورزا، هاتفيا برئيس أركان القوات المسلحة الوطنية لكوت ديفوار، الجنرال منغو، ليقول إن هذه الرحلة ستعتبر عملا عدائيا.,"The flight was cancelled and a crisis averted only after the Commander of the Licorne force, General Irastorza, phoned the FANCI Chief of Staff, General Mangou, to say that such a flight would be considered as a hostile action.",وقد أُلغيت العملية، ولم يتسن تجنب حدوث أزمة إلا بعد أن اتصل قائد قوات ليكورن الفرنسية الفريق أول إيراستورزا هاتفياً برئيس أركان قوات الجيش الوطني الإيفواري الفريق أول مانغو ليخبره بأن هذه الطلعة ستعتبر عملاً عدائياً.,Morphosyntactic Shift,Morphological Error,Tanween Omission,عدائياً,عدائيا,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2014/s/2014/919/26:2,en_ar_TRANSFORMERS,وتلقت اللجنة 11 إخطارا من دول أعضاء تمد السلطات الكونغولية بمعدات عسكرية وأرسلت عددا مقابلا من رسائل الإقرار.,The Committee received 11 notifications from Member States supplying military equipment to the Congolese authorities and dispatched a corresponding number of acknowledgement letters.,وقد تلقت اللجنةُ 11 إخطاراً من دول أعضاء تقوم بتوريد معدات عسكرية إلى السلطات الكونغولية، وبعثت عدداً مماثلاً من الإقرارات.,Morphosyntactic Shift,Morphological Error,Tanween Omission,إخطاراً,إخطارا,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2009/s/res/1904_2009_/68:1,en_ar_TRANSFORMERS,38 - يوعز إلى اللجنة أن تحدد الحالات المحتملة لعدم الامتثال للتدابير عملا بالفقرة 1 أعلاه وأن تحدد مسار العمل المناسب بشأن كل حالة، ويطلب إلى الرئيس أن يقدم، في التقارير الدورية المقدمة إلى المجلس عملا بالفقرة 46 أدناه، تقارير مرحلية عن أعمال اللجنة بشأن هذه المسألة؛,"38. Directs the Committee to identify possible cases of non-compliance with the measures pursuant to paragraph 1 above and to determine the appropriate course of action on each case, and requests the Chairman, in periodic reports to the Council pursuant to paragraph 46 below, to provide progress reports on the Committee's work on this issue;",38 - يشير على اللجنة بأن تحدد الحالات المحتملة لعدم الامتثال للتدابير المتخذة بموجب الفقرة 1 أعلاه وأن تقرر مسار العمل الملائم في كل حالة على حدة، ويطلب إلى الرئيس أن يفيد عن التقدم الذي تحرزه اللجنة مرحليا في عملها بشأن هذه المسألة، في التقارير الدورية المقدمة إلى المجلس عملا بالفقرة 46 أدناه؛,Morphosyntactic Shift,Morphological Error,Tanween Omission,عملاً , عملا,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2010/s/prst/2010/25/819:1,en_ar_TRANSFORMERS,تكرر الإعراب عن بالغ القلق لأنه على الرغم من إدانتها المتكررة للعنف ضد النساء والأطفال، بما في ذلك جميع أشكال العنف الجنسي في حالات النزاع المسلح، ورغم نداءاتها الموجهة إلى جميع أطراف النزاع المسلح لوقف هذه الأعمال فورا، فإن هذه الأعمال لا تزال تحدث، وأصبحت في بعض الحالات منتظمة أو واسعة النطاق.,"Reiterating deep concern that, despite its repeated condemnation of violence against women and children including all forms of sexual violence in situations of armed conflict, and despite its calls addressed to all parties to armed conflict for the cessation of such acts with immediate effect, such acts continue to occur, and in some situations have become systematic or widespread.",وإذ يكرر الإعراب عن قلقه البالغ لأنه، رغم إدانته المتكررة للعنف الموجه ضد المرأة والطفل، بما في ذلك جميع أشكال العنف الجنسي في حالات النزاع المسلح، ورغم الدعوات التي وجّهها إلى جميع أطراف النزاعات المسلحة بالكف فورا عن هذه الأعمال، فإن هذه الأعمال لا تزال ترتكب، بل وأضحت في بعض الحالات تُرتكب بشكل منهجي وواسع النطاق.,Morphosyntactic Shift ,Agreement Error,Gender Disagreement,إدانته , إدانتها,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2011/s/2011/463/120:5,en_ar_DEEPL,وتوجد لدى غالبية الدول تشريعات لمكافحة غسل الأموال، وأربعة من تلك الدول تدرج تمويل الإرهاب كجريمة أصلية.,"The majority of States have anti-money-laundering legislation in place, and four of those States include terrorist financing as a predicate offence.",وتوجد لدى غالبية الدول تشريعات لمكافحة غسل الأموال وتدرج أربع من تلك الدول تمويل الإرهاب في تشريعاتها باعتباره جريمة أصلية.,Morphosyntactic Shift ,Agreement Error,Gender Disagreement,أربع , أربعة,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2014/s/res/2195__2014_/21:1,en_ar_TRANSFORMERS,وإذ يساورها بالغ القلق، في هذا الصدد، إزاء الأمثلة الأخيرة على الجماعات الإرهابية، بما فيها الجماعات المستفيدة من الجريمة المنظمة عبر الوطنية التي تهاجم موظفي الأمم المتحدة،,"Seriously concerned, in this regard, by recent examples of terrorist groups, including those benefiting from transnational organized crime, attacking United Nations personnel,",وإذ يساوره شديد القلق، في هذا الصدد، لقيام جماعات إرهابية مؤخرا، من بينها جماعات مستفيدة من ارتكاب جرائم منظمة عابرة للحدود الوطنية، بمهاجمة موظفي الأمم المتحدة،,Morphosyntactic Shift ,Agreement Error,Gender Disagreement,يساوره,يساورها,Major,3,0.3,Fluency,0.2,0.4375,Tier0
2008/s/2008/250/69:2,en_ar_TRANSFORMERS,وسيواصل العنصر العسكري لعملية الأمم المتحدة في كوت ديفوار تنفيذ مفهومه الجديد للعمليات، والعمل مع قوة ليكورن لمساعدة الطرفين في تنفيذ مقترحات الميسِّر لإعادة إدماج أفراد القوات الجديدة في الشرطة الوطنية والجيش، وإعداد خطط طوارئ لتدخلات محتملة لتحقيق الاستقرار لمنع أعمال العنف الرامية إلى تعطيل عملية السلام.,"The UNOCI military component will continue to implement its new concept of operations, work with the Licorne force to assist the parties in implementing the Facilitator's proposals for the reintegration of Forces nouvelles personnel in the national police and the army and prepare contingency plans for possible stabilization interventions to prevent acts of violence aimed at disrupting the peace process.",وسيواصل العنصر العسكري للعملية تنفيذ مفهومه الجديد للعمليات، والتعاون مع قوة ليكورن لمساعدة الأطراف على تنفيذ مقترحات الميسّر من أجل إعادة إدماج أفراد القوات الجديدة في الشرطة الوطنية والجيش وإعداد خطط طارئة بشأن إمكان القيام بتدخلات لإضفاء الاستقرار من أجل الحيلولة دون وقوع أعمال عنف تهدف إلى تعطيل عملية السلام.,Morphosyntactic Shift,Definiteness Shift,Definiteness Shift,عنف , العنف,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2005/s/2005/682/29:1,en_ar_TRANSFORMERS,4 - وستشدد البعثة على أهمية تحقيق السلام والأمن والاستقرار على نحو مستدام لجميع بلدان المنطقة.,4. The mission will stress the importance of achieving sustainable peace and security and stability for all countries in the region.,4 - ستؤكد البعثة أنه لا بد من التوصل إلى سلام دائم وتحقيق الأمن والاستقرار لجميع بلدان المنطقة.,Morphosyntactic Shift ,Definiteness Shift,Definiteness Shift,سلام  , السلام,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2005/s/2005/633/25:2,en_ar_TRANSFORMERS,ولكي يتحقق السلام الإقليمي الدائم، لا بد من معالجة جميع القوى السلبية معالجة شاملة ونزع سلاحها بالقوة.,"For durable regional peace to be realized, all the negative forces have to be comprehensively handled and forcibly disarmed.",ومن أجل تحقيق سلام إقليمي دائم يتعين التعامل مع جميع القوات الهدامة بشكل شامل ونزع سلاحها بالقوة.,Morphosyntactic Shift ,Definiteness Shift,Definiteness Shift,سلام إقليمي دائم ,  السلام الإقليمي الدائم,Moderate,2,0.2,Fluency,0.2,0.4375,Tier0
2009/s/2009/193/92:3,en_ar_TRANSFORMERS,"ولذلك فإنه يحث المجلس على التحول من نهج ""موجه حسب الطلب"" إلى جهد ""أكثر نشاطاً"" لزيادة اهتمام الدول غير الأعضاء بعمله.","He therefore urged the Council to shift from a ""demand driven"" approach towards a ""more active"" effort to raise the interest of non-members with regard to its work.","ولذا فقد حث المجلس على التحول من النهج ""القائم على الطلب"" إلى بذل جهود ""أنشط"" لزيادة اهتمام الجهات غير الأعضاء بأعماله.",Syntactic Shift,Aspect Shift,Perfective to Progressive,حث,يحث,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2014/s/2014/276/73:3,en_ar_TRANSFORMERS,ويجري تقييم المسائل المتعلقة بالجرائم ضد الإنسانية على أساس التعاريف التي يحددها القانون الجنائي الدولي العرفي وفي نظام روما الأساسي للمحكمة الجنائية الدولية.,Matters relating to crimes against humanity were assessed on the basis of definitions set out by customary international criminal law and in the Rome Statute of the International Criminal Court.,وقُيِّمت المسائل المتصلة بالجرائم ضد الإنسانية استناداً إلى التعاريف الواردة في القانون الجنائي الدولي العرفي وفي نظام روما الأساسي للمحكمة الجنائية الدولية.,Syntactic Shift,Aspect Shift,Perfective to Progressive,قُيمت,يجري تقييم,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2005/s/2005/645/14:1,en_ar_TRANSFORMERS,ولا تؤيد أوغندا أي ميليشيا كونغولية كما يدعي الممثل الدائم لجمهورية الكونغو الديمقراطية.,Uganda does not support any Congolese militia as alleged by the Permanent Representative of the Democratic Republic of the Congo.,لا تدعم أوغندا أي مليشيات كونغولية حسبما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية.,Syntactic Shift,Aspect Shift,Perfective to Progressive,ادعى,يدعي,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2005/s/2005/690/14:3,en_ar_DEEPL,كانت إريتريا تنظم وتدرب ثم ترسل إلى إثيوبيا جميع أنواع رجال العصابات والعناصر الإرهابية لإحداث الفوضى في بلدنا وإحداث زعزعة الاستقرار السياسي.,"Eritrea has been organizing, training and then sending into Ethiopia all sorts of gangsters and terrorist elements to cause havoc in our country and to cause political instability.",فإريتريا ظلت تنظم وتدرب فئات شتى من عناصر العصابات الإجرامية والإرهابيين وترسلهم إلى إثيوبيا ليعيثوا فسادا في بلدنا ولزعزعة الاستقرار السياسي.,Syntactic Shift,Aspect Shift,Progressive to Perfective,ظلت تنظم,كانت إريتريا تنظم,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2004/s/2004/170/40:1,en_ar_DEEP,ترأست جنوب أفريقيا عملية كيمبرلي منذ إنشائها في مايو/أيار 2000. وانتقلت الرئاسة إلى كندا في الأول من يناير/كانون الثاني 2004 لمدة عام واحد، وبعد ذلك سوف تنتقل الرئاسة إلى الاتحاد الروسي، نائب الرئيس لعام 2004، للسنة التقويمية 2005.,"South Africa has been chairing the KPCS since its inception in May 2000. The Chair passed to Canada on 1 January 2004 for one year, after which it will pass to the Russian Federation, the 2004 Vice Chair, for the 2005 calendar year.",وقد ظلت جنوب أفريقيا تترأس هذا النظام منذ بدايته في أيار/مايو 2000. وقد انتقلت الرئاسة إلى كندا في 1 كانون الثاني/يناير 2004 لمدة عام واحد، تنتقل بعدها إلى الاتحاد الروسي، نائب الرئيس في عام 2004، للعام التقويمي 2005.,Syntactic Shift,Aspect Shift,Progressive to Perfective,ظلت جنوب أفريقيا تترأس,ترأست جنوب أفريقيا,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2011/s/2011/463/142:1,en_ar_TRANSFORMERS,66 - وفي محاولة لمواجهة الزيادة في الجرائم المرتكبة في البحر، تقوم المنظمة البحرية لغرب ووسط أفريقيا، بمساعدة المنظمة البحرية الدولية، بتعزيز التعاون فيما بين وكالات إنفاذ القانون من خلال إنشاء شبكة من وحدات خفر السواحل.,"66. In an effort to counter the increase in crimes committed at sea, the Maritime Organization of Western and Central Africa (MOWCA), with the assistance of IMO, is enhancing cooperation among law enforcement agencies through the establishment of a network of coastguard units.",66 - وسعيا إلى مكافحة ازدياد معدلات الجرائم التي ترتكب في البحر، تعمل المنظمة البحرية لغرب ووسط أفريقيا، بمساعدة المنظمة البحرية العالمية، على تعزيز التعاون فيما بين وكالات إنفاذ القانون عن طريق إنشاء شبكة من وحدات خفر السواحل.,Syntactic Shift,Aspect Shift,Progressive to Perfective,التي ترتكب,المرتكبة,Severe,4,0.15,Fluency,0.25,0.4375,Tier0
2011/s/2013/467/84:2,en_ar_DEEP,إن نظام العقوبات لن يكون فعالاً إلا إذا تم فهمه جيداً، وخاصة من جانب الدول الأعضاء، التي تعد مشاركتها النشطة أمراً حاسماً في المساهمة في إيجاد قائمة قوية وضمان التنفيذ المناسب بعد ذلك.,"The sanctions regime is only as effective as it is well understood, in particular by Member States, whose active participation is crucial in contributing to a robust List and ensuring that appropriate enforcement follows.",ولا يكون نظام الجزاءات فعالا إلا بقدر ما يُفهم فهما جيدا، ولا سيما من الدول الأعضاء التي تتسم مشاركتها بالأهمية البالغة في المساهمة في تعزيز القائمة وكفالة استتباعها بالإنفاذ الملائم.,Syntactic Shift,Tense Shift,Tense Shift Under Negation,لا يكون,لن يكون,Major,3,0.2,Accuracy,0.25,0.45,Tier0
2005/s/2005/60/386:1,en_ar_GOOGLE,218 - وشددت حركة العدل والمساواة على أن أنظمتها الداخلية تتضمن التزامات قوية باحترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، وأنها لم تتعرض أو سيتم مهاجمة أي أهداف مدنية.,"218. JEM underlined that its internal regulations contained strong commitments to respect international humanitarian law and international human rights law, and that no civilian targets had been or would be attacked.",218 - وأكدت حركة العدل والمساواة أن لوائحها الداخلية تحتوي التزامات قوية تتعهد فيها باحترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وأكدت كذلك أنها لم ولن توجه هجماتها ضد أهداف مدنية.,Syntactic Shift,Tense Shift,Tense Shift Under Negation,لم ولن توجه,لم تتعرض,Major,3,0.2,Accuracy,0.25,0.45,Tier0
2005/s/2005/60/183:3,en_ar_TRANSFORMERS,وثمة مشكلة أخرى هي أنه يبدو أن الحكومة لا تملك موارد عسكرية كافية، لأن العديد من قواتها لا تزال موجودة في الجنوب، وأن القوات الموجودة في دارفور توجد أساسا في المراكز الحضرية الرئيسية.,"An additional problem was the fact that the Government apparently was not in possession of sufficient military resources, as many of its forces were still located in the south, and those present in Darfur were located mainly in the major urban centres.",وكان ثمة مشكلة إضافية هي أن الحكومة لم يكن متوفرا لديها فيما يبدو موارد عسكرية كافية نظرا لأن كثيرا من قواتها كان لا يزال موجودا في الجنوب ومن وجد منهم في دارفور كان موزعا بالأساس على المراكز الحضرية الرئيسية.,Syntactic Shift,Tense Shift,Tense Shift Under Negation,لم يكن متوفرا,لا تمتلك,Major,3,0.2,Accuracy,0.25,0.45,Tier0
2005/s/2005/636/726:1,en_ar_TRANSFORMERS,مستشار للشؤون الجنسانية مقره في مكتب الدعم الإقليمي لشرق أفريقيا والجنوب الأفريقي التابع لبرنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز، يقدم المشورة في مجال السياسات والمشورة التقنية من أجل تعميم مراعاة قضايا المرأة وفيروس نقص المناعة البشرية/الإيدز في البرامج الوطنية لمكافحة الإيدز.,Gender adviser based in the UNAIDS Regional Support Office for East and Southern Africa providing policy and technical advice to mainstream women and HIV/AIDS issues into national AIDS programmes.,مستشار جنساني يوجد مقره في المكتب الإقليمي لدعم برنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز في الشرق والجنوب الأفريقيين يقدم المشورة بشأن السياسات والجوانب التقنية لتعميم المسائل المتصلة بالمرأة وفيروس نقص المناعة المكتسب/ الإيدز في البرامج الوطنية المتعلقة بالإيدز.,Syntactic Shift,Structural Error,Wrong Structure,مكتب الدعم الإقليمي لشرق أفريقيا والجنوب الأفريقي التابع لبرنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز,المكتب الإقليمي لدعم برنامج الأمم المتحدة المشترك المعني بفيروس نقص المناعة البشرية/الإيدز في الشرق والجنوب الأفريقيين,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2012/s/res/2083__2012_/178:1,en_ar_GOOGLE,(ج) يرسل من اللجنة جميع المعلومات المتعلقة بالقرار المقدم إلى أمين المظالم عملاً بالفقرة 14 أعلاه.,(c) Forwards from the Committee all information about the decision provided to the Ombudsperson pursuant to paragraph 14 above.,(ج) إحالة جميع المعلومات التي زودت بها اللجنة أمين المظالم بشأن القرار، عملاً بالفقرة 14 أعلاه.,Syntactic Shift,Structural Error,Wrong Structure,إحالة جميع المعلومات, يرسل من اللجنة جميع المعلومات,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2012/s/2012/373/641:2,en_ar_TRANSFORMERS,وفي مذكرة، أشار ثيو فان بوفن، المقرر الخاص السابق للجنة الفرعية لمنع التمييز وحماية الأقليات، إلى أن هذا الحكم أكثر تفصيلاً وتحديداً فيما يتعلق بحق الضحايا في الحصول على تعويض من أي معاهدة دولية سابقة لحقوق الإنسان.,"In a note, Theo Van Boven, the former Special Rapporteur for the Sub-Commission on Prevention of Discrimination and Protection of Minorities, referred to this provision as being more elaborate and specific about the victims' right to obtain reparation than any previous international human rights treaty.","وأشار ثيو فان بوفن (Theo Van Boven)، المقرر الخاص السابق للجنة الفرعية لمنع التمييز وحماية الأقليات، في إحدى ملاحظاته إلى هذا الحكم باعتباره أكثر إسهابا وتحديدا، في ما يتعلق بحق الضحايا في الحصول على جبر الضرر، من أي اتفاقية دولية سابقة لحقوق الإنسان""().",Syntactic Shift,Structural Error,Wrong Structure,أشار,في مذكرة، أشار,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2005/s/2005/699/191:7,en_ar_TRANSFORMERS,والمحطــة الطرفيــة للفاكهة مجــاور للمحطــة العسكريــة فــي جزء معزول من الميناء، وهذا هو السبب في تفريغ المعدات العسكرية هناك.,"The fruit terminal is next door only to the military terminal in an isolated part of the seaport, which is the reason military-type equipment is unloaded there.",وتقع محطة تحميل الفواكه بجوار محطة التحميل العسكرية في جزء معزول من الميناء البحري وهذا هو السبب في تفريغ معدات من النوع العسكري هناك.,Syntactic Shift,Structural Error,Wrong Structure,تقع محطة تحميل الفواكه بجوار محطة التحميل العسكرية,المحطــة الطرفيــة للفاكهة مجــاور للمحطــة العسكريــة,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2014/s/2014/943/35:3,en_ar_DEEP,ويمكن اعتبار هذه الممارسة بمثابة اختفاء قسري، مما يشكل انتهاكًا لالتزامات الجماعات المسلحة بموجب القانون الإنساني الدولي العرفي.,"The practice may be considered tantamount to enforced disappearance, in breach of the armed groups' obligations under customary international humanitarian law.",ويمكن اعتبار هذه الممارسة ضربا من ضروب الاختفاء القسري، وتمثل انتهاكا لالتزامات الجماعات المسلحة بموجب القانون الدولي الإنساني العرفي.,Syntactic Shift,Structural Error,Wrong Word Order,القانون الدولي الإنساني , القانون الإنساني الدولي,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2012/s/2012/245/16:1,en_ar_DEEPL,2. يهيب بالحكومة السورية أن تنفذ التزاماتها تنفيذا واضحا في مجملها، على النحو الذي وافقت عليه في التفاهم الأولي وعلى النحو المنصوص عليه في القرار 2042 (2012)، وذلك من أجل (أ) وقف تحركات القوات نحو المراكز السكانية، (ب) وقف جميع استخدام الأسلحة الثقيلة في هذه المراكز، (ج) الانسحاب الكامل للحشود العسكرية في المراكز السكانية وحولها، وكذلك سحب قواتها وأسلحتها الثقيلة من المراكز السكانية إلى ثكناتها أو أماكن انتشارها المؤقت لتيسير وقف العنف بشكل مستدام;,"2. Calls upon the Syrian government to implement visibly its commitments in their entirety, as it agreed to do in the Preliminary Understanding and as stipulated in resolution 2042 (2012), to (a) cease troop movements towards population centres, (b) cease all use of heavy weapons in such centres, (c) complete pullback of military concentrations in and around population centres, as well as to withdraw its troops and heavy weapons from population centres to their barracks or temporary deployment places to facilitate a sustained cessation of violence;",2 - يدعو الحكومة السورية إلى أن تنفذ بشكل واضح كل الالتزامات التي وافقت على الوفاء بها في التفاهم الأولي وعلى نحو ما ينص عليه القرار 2042 (2012)، وهي (أ) وقف تحركات القوات نحو المراكز السكانية، (ب) وقف كل استخدام للأسلحة الثقيلة في تلك المراكز، (ج) إكمال سحب الحشود العسكرية في المراكز السكانية وحولها، وكذلك سحب قواتها وأسلحتها الثقيلة من المراكز السكانية لتعود إلى ثكناتها أو إلى مواقع نشر مؤقتة لتسهيل وقف مستمر لإطلاق النار؛,Syntactic Shift,Structural Error,Wrong Word Order,وقف كل استخدام للأسلحة,وقف جميع استخدام الأسلحة,Major,3,0.2,Fluency,0.25,0.4375,Tier0
