Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,generation_timestamp,seed_source,source_tier,sample_id,label_id
TIER2_Meaning_Shift_3fb9be92,Meaning Shift,التدريبات,المناورات,يدعو الأمين العام إلى تعزيز التعاون بين الدول الأعضاء في مجال التدريبات العسكرية لتحقيق الاستقرار الإقليمي ومكافحة التهديدات الأمنية.,يدعو الأمين العام إلى تعزيز التعاون بين الدول الأعضاء في مجال المناورات العسكرية لتحقيق الاستقرار الإقليمي ومكافحة التهديدات الأمنية.,The Secretary-General calls for enhanced cooperation among member states in the field of military exercises to achieve regional stability and combat security threats.,2026-02-03T00:32:06.013827,LLM_GENERATED,tier2,T2_0220,0
TIER2_Meaning_Shift_63801088,Meaning Shift,الشؤون الإنسانية,البرامج الإنسانية,تؤكد الجمعية العامة على أهمية التعاون الدولي في الشؤون الإنسانية لضمان تقديم المساعدات اللازمة للنازحين والمتضررين جراء النزاعات.,تؤكد الجمعية العامة على أهمية التعاون الدولي في البرامج الإنسانية لضمان تقديم المساعدات اللازمة للنازحين والمتضررين جراء النزاعات.,The General Assembly emphasizes the importance of international cooperation in humanitarian affairs to ensure the provision of necessary aid to displaced persons and those affected by conflicts.,2026-02-03T00:32:11.646283,LLM_GENERATED,tier2,T2_0221,0
TIER2_Meaning_Shift_26006fe4,Meaning Shift,الحماية الإنسانية,الدعم الإنساني,تؤكد الجمعية على أهمية تعزيز الحماية الإنسانية للاجئين في المناطق المتأثرة بالنزاعات وضمان وصول المساعدات اللازمة لهم دون تأخير.,تؤكد الجمعية على أهمية تعزيز الدعم الإنساني للاجئين في المناطق المتأثرة بالنزاعات وضمان وصول المساعدات اللازمة لهم دون تأخير.,The Assembly underscores the importance of enhancing humanitarian protection for refugees in conflict-affected areas and ensuring the timely delivery of necessary aid to them.,2026-02-03T00:32:20.737285,LLM_GENERATED,tier2,T2_0222,0
TIER2_Meaning_Shift_67756fc7,Meaning Shift,المصادقة,التصديق,يطلب إلى الدول الأعضاء تقديم تقارير دورية عن مدى تقدمها في المصادقة على المعاهدات الدولية التي تهدف إلى تعزيز حقوق الإنسان.,يطلب إلى الدول الأعضاء تقديم تقارير دورية عن مدى تقدمها في التصديق على المعاهدات الدولية التي تهدف إلى تعزيز حقوق الإنسان.,Member States are requested to submit periodic reports on their progress in ratifying international treaties aimed at promoting human rights.,2026-02-03T00:32:22.955116,LLM_GENERATED,tier2,T2_0223,0
TIER2_Meaning_Shift_549eea40,Meaning Shift,التدريب,الإعداد,يقرر أن يتم تنفيذ برامج التدريب المكثفة قبل نشر القوات العسكرية لضمان الكفاءة اللازمة في الميدان.,يقرر أن يتم تنفيذ برامج الإعداد المكثفة قبل نشر القوات العسكرية لضمان الكفاءة اللازمة في الميدان.,It is decided that intensive training programs be implemented before the deployment of military forces to ensure the necessary efficiency in the field.,2026-02-03T00:32:44.582524,LLM_GENERATED,tier2,T2_0224,0
TIER2_Meaning_Shift_e9d8e4d3,Meaning Shift,الاستجابة الدولية,الردود الدولية,أعرب الأمين العام عن قلقه العميق إزاء الاستجابة الدولية المحدودة للأزمة الإنسانية المتفاقمة في المنطقة.,أعرب الأمين العام عن قلقه العميق إزاء الردود الدولية المحدودة للأزمة الإنسانية المتفاقمة في المنطقة.,The Secretary-General expressed deep concern about the limited international response to the worsening humanitarian crisis in the region.,2026-02-03T00:32:49.487384,LLM_GENERATED,tier2,T2_0225,0
TIER2_Meaning_Shift_c7647429,Meaning Shift,إدارة الأسلحة,إدارة الذخائر,قرر المجلس تعزيز الجهود الدولية للتعاون في إدارة الأسلحة الصغيرة لمنع انتشارها بشكل غير قانوني في مناطق النزاع.,قرر المجلس تعزيز الجهود الدولية للتعاون في إدارة الذخائر الصغيرة لمنع انتشارها بشكل غير قانوني في مناطق النزاع.,The Council decided to enhance international efforts to cooperate in the management of small arms to prevent their illegal proliferation in conflict zones.,2026-02-03T00:33:36.913039,LLM_GENERATED,tier2,T2_0226,0
TIER2_Meaning_Shift_d922447f,Meaning Shift,المسؤولية,المساءلة,أشار الأمين العام إلى أهمية تعزيز المسؤولية في تنفيذ القرار لضمان تحقيق الأهداف المطلوبة من قبل المجتمع الدولي.,أشار الأمين العام إلى أهمية تعزيز المساءلة في تنفيذ القرار لضمان تحقيق الأهداف المطلوبة من قبل المجتمع الدولي.,The Secretary-General highlighted the importance of enhancing responsibility in the implementation of the resolution to ensure the objectives set by the international community are met.,2026-02-03T00:34:05.976738,LLM_GENERATED,tier2,T2_0227,0
TIER2_Meaning_Shift_263f9ddb,Meaning Shift,الحكومة,الدولة,أوصت اللجنة بأن تتعاون الحكومة مع المنظمات الدولية لإيجاد حلول دائمة للنزاع في المنطقة.,أوصت اللجنة بأن تتعاون الدولة مع المنظمات الدولية لإيجاد حلول دائمة للنزاع في المنطقة.,The committee recommended that the government cooperate with international organizations to find lasting solutions to the conflict in the region.,2026-02-03T00:34:29.871499,LLM_GENERATED,tier2,T2_0228,0
TIER2_Meaning_Shift_b4b6870c,Meaning Shift,أهداف النزع,مبادئ النزع,وأيد المجلس قرارًا جديدًا يهدف إلى تعزيز الأمن الإقليمي من خلال تحقيق أهداف النزع السلاح النووي في المنطقة.,وأيد المجلس قرارًا جديدًا يهدف إلى تعزيز الأمن الإقليمي من خلال تحقيق مبادئ النزع السلاح النووي في المنطقة.,The council endorsed a new resolution aimed at enhancing regional security by achieving the nuclear disarmament goals in the region.,2026-02-03T00:35:16.025739,LLM_GENERATED,tier2,T2_0229,0
TIER2_Meaning_Shift_eb0f65d1,Meaning Shift,اللقاءات,التفاعلات,تؤكد اللجنة على أهمية اللقاءات الدائمة بين الدول الأعضاء لتعزيز التعاون وتحقيق السلام المستدام في المنطقة.,تؤكد اللجنة على أهمية التفاعلات الدائمة بين الدول الأعضاء لتعزيز التعاون وتحقيق السلام المستدام في المنطقة.,The committee emphasizes the importance of continuous meetings between member states to enhance cooperation and achieve sustainable peace in the region.,2026-02-03T00:36:00.164115,LLM_GENERATED,tier2,T2_0230,0
TIER2_Meaning_Shift_d2c22374,Meaning Shift,القوات الدولية,القوى الدولية,يدعو الأمين العام جميع الدول الأعضاء إلى دعم جهود القوات الدولية في تعزيز الأمن والاستقرار في المنطقة.,يدعو الأمين العام جميع الدول الأعضاء إلى دعم جهود القوى الدولية في تعزيز الأمن والاستقرار في المنطقة.,The Secretary-General calls on all member states to support the efforts of international forces in enhancing security and stability in the region.,2026-02-03T00:36:12.291343,LLM_GENERATED,tier2,T2_0231,0
TIER2_Meaning_Shift_dca8dbc7,Meaning Shift,المصالح المشتركة,المصالح المتعارضة,تحث الجمعية جميع الدول الأعضاء على تعزيز التعاون لتحقيق السلام والاستقرار من خلال التركيز على المصالح المشتركة وتجنب النزاعات.,تحث الجمعية جميع الدول الأعضاء على تعزيز التعاون لتحقيق السلام والاستقرار من خلال التركيز على المصالح المتعارضة وتجنب النزاعات.,The Assembly urges all member states to enhance cooperation for peace and stability by focusing on common interests and avoiding conflicts.,2026-02-03T00:36:20.776979,LLM_GENERATED,tier2,T2_0232,0
TIER2_Meaning_Shift_4067d5f8,Meaning Shift,المتطلبات,المسؤوليات,يقرر أن تتم مراجعة المتطلبات القانونية للمعاهدة لضمان التزام كافة الدول الأعضاء بالشروط المحددة في الاتفاقية الجديدة.,يقرر أن تتم مراجعة المسؤوليات القانونية للمعاهدة لضمان التزام كافة الدول الأعضاء بالشروط المحددة في الاتفاقية الجديدة.,It is decided that the legal requirements of the treaty will be reviewed to ensure all member states comply with the specified conditions in the new agreement.,2026-02-03T00:36:47.562046,LLM_GENERATED,tier2,T2_0233,0
TIER2_Meaning_Shift_43a6529f,Meaning Shift,الوفود,المبعوثين,يطلب إلى الدول الأعضاء في الأمم المتحدة تقديم الدعم اللازم لضمان حضور الوفود الدولية للمؤتمرات المتعلقة بعملية السلام.,يطلب إلى الدول الأعضاء في الأمم المتحدة تقديم الدعم اللازم لضمان حضور المبعوثين الدوليين للمؤتمرات المتعلقة بعملية السلام.,Member States of the United Nations are requested to provide the necessary support to ensure the presence of international delegations at peace process conferences.,2026-02-03T00:36:50.033529,LLM_GENERATED,tier2,T2_0234,0
TIER2_Meaning_Shift_27b99503,Meaning Shift,التصعيدات,الانتقالات,يرحب مجلس الأمن بالجهود المبذولة للحد من التصعيدات العسكرية في المنطقة ويحث جميع الأطراف على الالتزام بوقف إطلاق النار.,يرحب مجلس الأمن بالجهود المبذولة للحد من الانتقالات العسكرية في المنطقة ويحث جميع الأطراف على الالتزام بوقف إطلاق النار.,The Security Council welcomes efforts to reduce military escalations in the region and urges all parties to adhere to the ceasefire.,2026-02-03T00:37:51.909876,LLM_GENERATED,tier2,T2_0235,0
TIER2_Meaning_Shift_e74db182,Meaning Shift,الأحكام,المواد,أشار التقرير إلى أن الأحكام المرفقة في المعاهدة الجديدة تهدف إلى تعزيز التعاون الدولي في مجال حماية البيئة.,أشار التقرير إلى أن المواد المرفقة في المعاهدة الجديدة تهدف إلى تعزيز التعاون الدولي في مجال حماية البيئة.,The report indicated that the provisions attached to the new treaty aim to enhance international cooperation in the field of environmental protection.,2026-02-03T00:38:15.768199,LLM_GENERATED,tier2,T2_0236,0
TIER2_Meaning_Shift_5c63de85,Meaning Shift,الهجرة غير النظامية,الهجرة غير الشرعية,أعلن الأمين العام أن التعاون الإقليمي هو أمر أساسي للتصدي لظاهرة الهجرة غير النظامية وحماية حقوق الإنسان للمهاجرين.,أعلن الأمين العام أن التعاون الإقليمي هو أمر أساسي للتصدي لظاهرة الهجرة غير الشرعية وحماية حقوق الإنسان للمهاجرين.,The Secretary-General announced that regional cooperation is essential to address the phenomenon of irregular migration and protect the human rights of migrants.,2026-02-03T00:38:53.849590,LLM_GENERATED,tier2,T2_0237,0
TIER2_Meaning_Shift_28595d02,Meaning Shift,المواصفات,الخصائص,اعتمد الفريق المعني وضع المواصفات النهائية للاتفاقية الجديدة التي ستوقع بين الدول الأعضاء في شهر مارس القادم.,اعتمد الفريق المعني وضع الخصائص النهائية للاتفاقية الجديدة التي ستوقع بين الدول الأعضاء في شهر مارس القادم.,The team adopted the final specifications for the new treaty to be signed by member states in March.,2026-02-03T00:38:56.059827,LLM_GENERATED,tier2,T2_0238,0
TIER2_Meaning_Shift_feaa666c,Meaning Shift,الوحدات العسكرية,الأسلحة العسكرية,اعتمد مجلس الأمن قرارًا لدعم الوحدات العسكرية في المناطق المتأثرة بالنزاع لتعزيز الأمن والسلام.,اعتمد مجلس الأمن قرارًا لدعم الأسلحة العسكرية في المناطق المتأثرة بالنزاع لتعزيز الأمن والسلام.,The Security Council adopted a resolution to support military units in conflict-affected areas to enhance security and peace.,2026-02-03T00:39:16.298465,LLM_GENERATED,tier2,T2_0239,0
TIER2_Meaning_Shift_ee0e9488,Meaning Shift,السلطة,القوة,أيد المجلس القرار الذي يعزز السلطة الاقتصادية للدولة من خلال تنفيذ سياسات مالية صارمة وضمان الشفافية في الإجراءات.,أيد المجلس القرار الذي يعزز القوة الاقتصادية للدولة من خلال تنفيذ سياسات مالية صارمة وضمان الشفافية في الإجراءات.,The council endorsed the decision that enhances the economic authority of the state by implementing strict financial policies and ensuring transparency in procedures.,2026-02-03T00:39:25.917624,LLM_GENERATED,tier2,T2_0240,0
TIER2_Meaning_Shift_64c9d47e,Meaning Shift,القانونية,القضائية,تؤكد اللجنة على ضرورة تعزيز الآليات القانونية لضمان حماية حقوق الإنسان في جميع أنحاء العالم.,تؤكد اللجنة على ضرورة تعزيز الآليات القضائية لضمان حماية حقوق الإنسان في جميع أنحاء العالم.,The committee affirms the necessity of strengthening legal mechanisms to ensure the protection of human rights worldwide.,2026-02-03T00:39:38.660495,LLM_GENERATED,tier2,T2_0241,0
TIER2_Meaning_Shift_b2f482ae,Meaning Shift,المراقبة الجوية,المراقبة الأرضية,يؤكد المجلس على أهمية المراقبة الجوية في مناطق النزاع لضمان الامتثال لقرارات الحظر المفروضة على الأسلحة.,يؤكد المجلس على أهمية المراقبة الأرضية في مناطق النزاع لضمان الامتثال لقرارات الحظر المفروضة على الأسلحة.,The Council emphasizes the importance of aerial surveillance in conflict zones to ensure compliance with the imposed arms embargo resolutions.,2026-02-03T00:39:55.286835,LLM_GENERATED,tier2,T2_0242,0
TIER2_Meaning_Shift_762b51f5,Meaning Shift,التسوية,المصالحة,تدعو اللجنة إلى اتخاذ خطوات ملموسة لتعزيز التسوية السلمية للنزاع بين الأطراف المتصارعة في المنطقة.,تدعو اللجنة إلى اتخاذ خطوات ملموسة لتعزيز المصالحة السلمية للنزاع بين الأطراف المتصارعة في المنطقة.,The committee calls for concrete steps to promote a peaceful settlement of the conflict among the contending parties in the region.,2026-02-03T00:40:07.976505,LLM_GENERATED,tier2,T2_0243,0
TIER2_Meaning_Shift_cd4aa284,Meaning Shift,الضحايا,الأطراف,يدعو الأمين العام جميع الدول الأعضاء إلى تقديم الدعم اللازم لتخفيف معاناة الضحايا نتيجة الأزمة الإنسانية المستمرة في المنطقة.,يدعو الأمين العام جميع الدول الأعضاء إلى تقديم الدعم اللازم لتخفيف معاناة الأطراف نتيجة الأزمة الإنسانية المستمرة في المنطقة.,The Secretary-General calls on all member states to provide the necessary support to alleviate the suffering of the victims due to the ongoing humanitarian crisis in the region.,2026-02-03T00:40:11.505901,LLM_GENERATED,tier2,T2_0244,0
TIER2_Meaning_Shift_ee410305,Meaning Shift,التوازنات,التحديات,أكد التقرير أن التوازنات السياسية في المنطقة تؤثر بشكل كبير على عملية السلام الشاملة في المنطقة العربية.,أكد التقرير أن التحديات السياسية في المنطقة تؤثر بشكل كبير على عملية السلام الشاملة في المنطقة العربية.,The report affirmed that the political balances in the region significantly affect the comprehensive peace process in the Arab region.,2026-02-03T00:40:53.643657,LLM_GENERATED,tier2,T2_0245,0
TIER2_Meaning_Shift_c831b94f,Meaning Shift,العون,المساعدة,أعربت اللجنة عن تقديرها لجهود الوكالات الدولية في تقديم العون للمتضررين من الأزمة الإنسانية في المنطقة.,أعربت اللجنة عن تقديرها لجهود الوكالات الدولية في تقديم المساعدة للمتضررين من الأزمة الإنسانية في المنطقة.,The committee expressed its appreciation for the efforts of international agencies in providing aid to those affected by the humanitarian crisis in the region.,2026-02-03T00:40:55.622011,LLM_GENERATED,tier2,T2_0246,0
TIER2_Meaning_Shift_69046eca,Meaning Shift,التدابير القضائية,الإجراءات القضائية,أعرب المندوب عن أهمية التدابير القضائية في ضمان تحقيق العدالة ومحاسبة مرتكبي الجرائم وفق القانون الدولي.,أعرب المندوب عن أهمية الإجراءات القضائية في ضمان تحقيق العدالة ومحاسبة مرتكبي الجرائم وفق القانون الدولي.,The delegate expressed the importance of judicial measures in ensuring justice and holding perpetrators accountable under international law.,2026-02-03T00:40:59.243784,LLM_GENERATED,tier2,T2_0247,0
TIER2_Meaning_Shift_9b480e82,Meaning Shift,الأعمال العدائية,الأنشطة العدائية,قرر مجلس الأمن اتخاذ تدابير جديدة لتعزيز الاستقرار في المنطقة ومكافحة الأعمال العدائية التي تهدد السلام.,قرر مجلس الأمن اتخاذ تدابير جديدة لتعزيز الاستقرار في المنطقة ومكافحة الأنشطة العدائية التي تهدد السلام.,The Security Council decided to take new measures to enhance stability in the region and combat the hostile actions threatening peace.,2026-02-03T00:41:20.468808,LLM_GENERATED,tier2,T2_0248,0
TIER2_Meaning_Shift_9ba859bd,Meaning Shift,المقترحات,الاقتراحات,دعا الأمين العام إلى دراسة المقترحات المقدمة من الدول الأعضاء لتعزيز السلام والاستقرار في المنطقة بشكل شامل.,دعا الأمين العام إلى دراسة الاقتراحات المقدمة من الدول الأعضاء لتعزيز السلام والاستقرار في المنطقة بشكل شامل.,The Secretary-General called for a review of the proposals submitted by Member States to comprehensively enhance peace and stability in the region.,2026-02-03T00:41:27.922594,LLM_GENERATED,tier2,T2_0249,0
TIER2_Meaning_Shift_23518264,Meaning Shift,الاستجابات,التدخلات,ناشد المنسق الإنساني المجتمع الدولي لتعزيز الاستجابات السريعة من أجل تقديم المساعدات الإنسانية للاجئين المتضررين من النزاع في المنطقة.,ناشد المنسق الإنساني المجتمع الدولي لتعزيز التدخلات السريعة من أجل تقديم المساعدات الإنسانية للاجئين المتضررين من النزاع في المنطقة.,The humanitarian coordinator called on the international community to strengthen rapid responses to provide humanitarian aid to refugees affected by the conflict in the region.,2026-02-03T00:41:32.434650,LLM_GENERATED,tier2,T2_0250,0
TIER2_Meaning_Shift_52c53c8b,Meaning Shift,التدخلات العسكرية,العمليات العسكرية,أعلن الأمين العام أن التدخلات العسكرية في المنطقة يجب أن تكون ضمن إطار القانون الدولي وتأخذ بعين الاعتبار حماية المدنيين.,أعلن الأمين العام أن العمليات العسكرية في المنطقة يجب أن تكون ضمن إطار القانون الدولي وتأخذ بعين الاعتبار حماية المدنيين.,The Secretary-General announced that military interventions in the region must be within the framework of international law and take into account the protection of civilians.,2026-02-03T00:42:01.705218,LLM_GENERATED,tier2,T2_0251,0
TIER2_Meaning_Shift_4a00d67e,Meaning Shift,الملاحظات,التوصيات,أعلن المبعوث الخاص للأمم المتحدة أن الملاحظات التي قدمتها الدول الأعضاء ستساعد في تحسين برامج السلام والتعاون الإقليمي.,أعلن المبعوث الخاص للأمم المتحدة أن التوصيات التي قدمتها الدول الأعضاء ستساعد في تحسين برامج السلام والتعاون الإقليمي.,The UN Special Envoy announced that the observations provided by member states will help improve peace programs and regional cooperation.,2026-02-03T00:42:06.961717,LLM_GENERATED,tier2,T2_0252,0
TIER2_Meaning_Shift_08605034,Meaning Shift,الدعم,المساعدات,أوصى المنسق الإنساني بزيادة الدعم للاجئين المتواجدين في المخيمات الحدودية، لضمان توفير الحماية اللازمة لهم في مواجهة الظروف القاسية.,أوصى المنسق الإنساني بزيادة المساعدات للاجئين المتواجدين في المخيمات الحدودية، لضمان توفير الحماية اللازمة لهم في مواجهة الظروف القاسية.,The humanitarian coordinator recommended increasing support for the refugees in the border camps to ensure they receive the necessary protection against harsh conditions.,2026-02-03T00:42:19.150578,LLM_GENERATED,tier2,T2_0253,0
TIER2_Meaning_Shift_756546ff,Meaning Shift,المستندات,الوثائق,اعتمدت اللجنة القانونية مجموعة من المستندات التي تهدف إلى تحسين التنفيذ الفعّال للمعاهدة.,اعتمدت اللجنة القانونية مجموعة من الوثائق التي تهدف إلى تحسين التنفيذ الفعّال للمعاهدة.,The Legal Committee adopted a set of documents aimed at enhancing the effective implementation of the treaty.,2026-02-03T00:42:21.347525,LLM_GENERATED,tier2,T2_0254,0
TIER2_Meaning_Shift_ac64d092,Meaning Shift,الأعمال العسكرية,التحركات العسكرية,وأعاد المجلس النظر في الأعمال العسكرية التي تنفذها الدولة مع التأكيد على حاجتها إلى التزام القانون الدولي الإنساني.,وأعاد المجلس النظر في التحركات العسكرية التي تنفذها الدولة مع التأكيد على حاجتها إلى التزام القانون الدولي الإنساني.,"The Council reconsidered the military actions carried out by the state, emphasizing the need for adherence to international humanitarian law.",2026-02-03T00:42:34.637278,LLM_GENERATED,tier2,T2_0255,0
TIER2_Meaning_Shift_d3b0cc13,Meaning Shift,التطورات,التغيرات,أيد الأمين العام الجهود المبذولة لتعزيز السلام والاستقرار في المنطقة، مشيرًا إلى أهمية متابعة التطورات الأخيرة في الساحة السياسية.,أيد الأمين العام الجهود المبذولة لتعزيز السلام والاستقرار في المنطقة، مشيرًا إلى أهمية متابعة التغيرات الأخيرة في الساحة السياسية.,"The Secretary-General supported efforts to promote peace and stability in the region, noting the importance of following recent developments in the political arena.",2026-02-03T00:42:41.017498,LLM_GENERATED,tier2,T2_0256,0
TIER2_Meaning_Shift_01146f94,Meaning Shift,اللوائح التنظيمية,الوثائق التنظيمية,تؤكد اللجنة على ضرورة مراجعة اللوائح التنظيمية للمؤسسات الدولية لضمان الشفافية والمساءلة في تنفيذ الاتفاقيات.,تؤكد اللجنة على ضرورة مراجعة الوثائق التنظيمية للمؤسسات الدولية لضمان الشفافية والمساءلة في تنفيذ الاتفاقيات.,The committee emphasizes the need to review the regulatory rules of international institutions to ensure transparency and accountability in the implementation of agreements.,2026-02-03T00:43:05.265688,LLM_GENERATED,tier2,T2_0257,0
TIER2_Meaning_Shift_90bda83a,Meaning Shift,الآثار,النتائج,يؤكد المجلس على أهمية التعاون الدولي في مواجهة التغير المناخي والآثار البيئية التي تترتب عليه، داعياً الدول إلى تعزيز الجهود المشتركة في هذا المجال.,يؤكد المجلس على أهمية التعاون الدولي في مواجهة التغير المناخي والنتائج البيئية التي تترتب عليه، داعياً الدول إلى تعزيز الجهود المشتركة في هذا المجال.,"The council emphasizes the importance of international cooperation in addressing climate change and the environmental impacts it entails, calling on countries to enhance joint efforts in this area.",2026-02-03T00:43:13.051508,LLM_GENERATED,tier2,T2_0258,0
TIER2_Total_Omission_1e2b68d3,Total Omission,الانتخابات الرئاسية,[OMITTED],وشدد المبعوث الخاص على أهمية إجراء الانتخابات الرئاسية في موعدها لتعزيز الاستقرار السياسي في البلاد.,وشدد المبعوث الخاص على أهمية إجراء الانتخابات في موعدها لتعزيز الاستقرار السياسي في البلاد.,The Special Envoy emphasized the importance of holding the presidential elections on time to enhance political stability in the country.,2026-02-03T00:43:14.718317,LLM_GENERATED,tier2,T2_0259,1
TIER2_Total_Omission_6f6504eb,Total Omission,الإغاثة الإنسانية,[OMITTED],أعربت اللجنة عن قلقها إزاء التأخير في وصول الإغاثة الإنسانية إلى المناطق المتضررة جراء النزاع.,أعربت اللجنة عن قلقها إزاء التأخير في وصول المساعدات إلى المناطق المتضررة جراء النزاع.,The committee expressed concern about the delay in the delivery of humanitarian relief to areas affected by the conflict.,2026-02-03T00:43:16.941684,LLM_GENERATED,tier2,T2_0260,1
TIER2_Total_Omission_5bff72c0,Total Omission,الولاية,[OMITTED],يرحب المجلس بتقديم تقرير حول تمديد الولاية الجديدة لبعثة الأمم المتحدة في المنطقة.,يرحب المجلس بتقديم تقرير حول تمديد بعثة الأمم المتحدة في المنطقة.,The council welcomes the submission of a report on the extension of the new mandate for the UN mission in the region.,2026-02-03T00:43:18.598309,LLM_GENERATED,tier2,T2_0261,1
TIER2_Total_Omission_1b42d004,Total Omission,الوساطة,[OMITTED],قرر المجلس دعوة الدول الأعضاء لتعزيز جهود الوساطة في النزاعات الإقليمية والدولية.,قرر المجلس دعوة الدول الأعضاء لتعزيز جهود في النزاعات الإقليمية والدولية.,The council decided to call on member states to enhance mediation efforts in regional and international conflicts.,2026-02-03T00:43:20.966337,LLM_GENERATED,tier2,T2_0262,1
TIER2_Total_Omission_2adaac66,Total Omission,الأمن الإقليمي,[OMITTED],دعا المجلس إلى تعزيز التعاون العسكري لضمان الأمن الإقليمي في ظل التحديات المتزايدة.,دعا المجلس إلى تعزيز التعاون العسكري لضمان في ظل التحديات المتزايدة.,The council called for strengthening military cooperation to ensure regional security amidst rising challenges.,2026-02-03T00:43:25.137470,LLM_GENERATED,tier2,T2_0263,1
TIER2_Total_Omission_795028c8,Total Omission,النزاع الداخلي,[OMITTED],دعا الأمين العام إلى اتخاذ خطوات فورية لتخفيف حدة النزاع الداخلي في الدولة المتضررة.,دعا الأمين العام إلى اتخاذ خطوات فورية لتخفيف حدة في الدولة المتضررة.,The Secretary-General called for immediate steps to alleviate the internal conflict in the affected state.,2026-02-03T00:43:28.188588,LLM_GENERATED,tier2,T2_0264,1
TIER2_Total_Omission_0e067d39,Total Omission,التدخل الإنساني,[OMITTED],أشار التقرير إلى أهمية التدخل الإنساني لتخفيف معاناة النازحين في المناطق المتضررة من النزاعات.,أشار التقرير إلى أهمية تخفيف معاناة النازحين في المناطق المتضررة من النزاعات.,The report highlighted the importance of humanitarian intervention to alleviate the suffering of displaced persons in conflict-affected areas.,2026-02-03T00:43:35.073447,LLM_GENERATED,tier2,T2_0265,1
TIER2_Total_Omission_d398f5b4,Total Omission,المادة 51 من الميثاق,[OMITTED],حث الأمين العام الدول الأعضاء على احترام المادة 51 من الميثاق في جميع العمليات العسكرية.,حث الأمين العام الدول الأعضاء على احترام في جميع العمليات العسكرية.,The Secretary-General urged member states to respect Article 51 of the Charter in all military operations.,2026-02-03T00:43:37.464522,LLM_GENERATED,tier2,T2_0266,1
TIER2_Total_Omission_618fb49b,Total Omission,السفير الدائم,[OMITTED],حث الأمين العام السفير الدائم على مواصلة جهوده لتعزيز الحوار بين الدول الأعضاء.,حث الأمين العام على مواصلة جهوده لتعزيز الحوار بين الدول الأعضاء.,The Secretary-General urged the permanent ambassador to continue efforts to enhance dialogue among member states.,2026-02-03T00:43:38.932270,LLM_GENERATED,tier2,T2_0267,1
TIER2_Total_Omission_1d11ca7d,Total Omission,التجارة غير المشروعة بالأسلحة,[OMITTED],رحب المجلس بالجهود الدولية لمكافحة التجارة غير المشروعة بالأسلحة وتعزيز الأمن الإقليمي.,رحب المجلس بالجهود الدولية لمكافحة وتعزيز الأمن الإقليمي.,The council welcomed international efforts to combat illicit arms trade and enhance regional security.,2026-02-03T00:43:40.413518,LLM_GENERATED,tier2,T2_0268,1
TIER2_Total_Omission_be71c420,Total Omission,المصالحة الوطنية,[OMITTED],أوصى المجلس بضرورة تعزيز المصالحة الوطنية لضمان استقرار الصراع وتحقيق الديمقراطية في المنطقة.,أوصى المجلس بضرورة تعزيز لضمان استقرار الصراع وتحقيق الديمقراطية في المنطقة.,The council recommended the need to enhance national reconciliation to ensure the stability of the conflict and achieve democracy in the region.,2026-02-03T00:43:42.368527,LLM_GENERATED,tier2,T2_0269,1
TIER2_Total_Omission_6d96b59f,Total Omission,المدنيين,[OMITTED],أوصى التقرير بزيادة المساعدات الإنسانية لتلبية احتياجات المدنيين في ظل الأزمة الحالية.,أوصى التقرير بزيادة المساعدات الإنسانية لتلبية احتياجات في ظل الأزمة الحالية.,The report recommended increasing humanitarian aid to meet the needs of civilians amid the current crisis.,2026-02-03T00:43:43.957361,LLM_GENERATED,tier2,T2_0270,1
TIER2_Total_Omission_d91ad99a,Total Omission,المعاهدات الدولية,[OMITTED],اعتمدت اللجنة توصيات بشأن تعزيز الامتثال لبنود المعاهدات الدولية المتعلقة بحقوق الإنسان.,اعتمدت اللجنة توصيات بشأن تعزيز الامتثال لبنود المتعلقة بحقوق الإنسان.,The committee adopted recommendations on enhancing compliance with the provisions of international treaties related to human rights.,2026-02-03T00:43:45.693111,LLM_GENERATED,tier2,T2_0271,1
TIER2_Total_Omission_3b87ea0a,Total Omission,المشاورات الثنائية,[OMITTED],اعتمد المجلس تقريراً يتضمن توصيات لتعزيز المشاورات الثنائية بين الدول الأعضاء في القضايا الاقتصادية.,اعتمد المجلس تقريراً يتضمن توصيات لتعزيز بين الدول الأعضاء في القضايا الاقتصادية.,The council adopted a report containing recommendations to enhance bilateral consultations between member states on economic issues.,2026-02-03T00:43:48.696151,LLM_GENERATED,tier2,T2_0272,1
TIER2_Total_Omission_779663a9,Total Omission,المراقبة الجوية,[OMITTED],أيد المجلس قرار توسيع نطاق المراقبة الجوية لحظر الطيران فوق المناطق المتنازع عليها.,أيد المجلس قرار توسيع نطاق حظر الطيران فوق المناطق المتنازع عليها.,The council endorsed the decision to expand air surveillance to enforce the no-fly zone over disputed areas.,2026-02-03T00:43:51.718485,LLM_GENERATED,tier2,T2_0273,1
TIER2_Total_Omission_4066cd97,Total Omission,التعاون الإقليمي,[OMITTED],وأعاد المجلس التأكيد على أهمية التعاون الإقليمي في تعزيز السلام والأمن في المنطقة.,وأعاد المجلس التأكيد على أهمية تعزيز السلام والأمن في المنطقة.,The Council reiterated the importance of regional cooperation in promoting peace and security in the region.,2026-02-03T00:43:53.390311,LLM_GENERATED,tier2,T2_0274,1
