eval_id,Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,Severity_Score,TQA_Category,tier,source,Q1_Error_Implemented,Q2_Linguistically_Correct,Q3_Minimal_Pair,Q4_Anchor_Accurate,Q5_Naturalness,Q6_Domain_Appropriate,Notes,Annotator_ID,eval_tier,Technical_Score,Quality_Score,Overall_Score,Status,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation
T2_EVAL_0084,TIER2_Definiteness_Shift_0d81a92e,Definiteness Shift,تعاون إقليمي,التعاون الإقليمي,اعتمد المجلس استراتيجية شاملة لتعزيز تعاون إقليمي أوسع بين الدول الأعضاء في القضايا الأمنية والاقتصادية.,اعتمد المجلس استراتيجية شاملة لتعزيز التعاون الإقليمي الأوسع بين الدول الأعضاء في القضايا الأمنية والاقتصادية.,The council adopted a comprehensive strategy to enhance broader regional cooperation among member states on security and economic issues.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0085,TIER2_Progressive_to_Perfective_8ee5a04e,Progressive to Perfective,كانوا يواصلون,واصلوا,لاحظ المراقبون أن الدبلوماسيين كانوا يواصلون العمل على مسودة القرار الجديد من أجل التوصل إلى توافق.,لاحظ المراقبون أن الدبلوماسيين واصلوا العمل على مسودة القرار الجديد من أجل التوصل إلى توافق.,The observers noted that the diplomats were continuing to work on the draft of the new resolution in order to reach a consensus.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0086,TIER2_Meaning_Shift_feaa666c,Meaning Shift,الوحدات العسكرية,الأسلحة العسكرية,اعتمد مجلس الأمن قرارًا لدعم الوحدات العسكرية في المناطق المتأثرة بالنزاع لتعزيز الأمن والسلام.,اعتمد مجلس الأمن قرارًا لدعم الأسلحة العسكرية في المناطق المتأثرة بالنزاع لتعزيز الأمن والسلام.,The Security Council adopted a resolution to support military units in conflict-affected areas to enhance security and peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0087,TIER2_Partial_Translation_fa56e7e2,Partial Translation,برنامج المراقبة الجوية,[OMITTED],يدعو الأمين العام الدول الأعضاء إلى تعزيز برنامج المراقبة الجوية لدعم عمليات حفظ السلام في المناطق المتضررة.,يدعو الأمين العام الدول الأعضاء إلى تعزيز لدعم عمليات حفظ السلام في المناطق المتضررة.,The Secretary-General calls on Member States to enhance the air surveillance program to support peacekeeping operations in affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0088,TIER2_Tense_Shift_Under_Negation_3c69daba,Tense Shift Under Negation,لم يعقد,لن يعقد,حث السفير الأطراف المتنازعة على الالتزام بالاتفاقيات وأكد أن الاجتماع لم يعقد في موعده لأسباب لوجستية.,حث السفير الأطراف المتنازعة على الالتزام بالاتفاقيات وأكد أن الاجتماع لن يعقد في موعده لأسباب لوجستية.,The ambassador urged the conflicting parties to adhere to the agreements and confirmed that the meeting was not held on time due to logistical reasons.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0089,TIER2_Noun_to_Adjective_acd1da62,Noun to Adjective,النزاع,نزاعية,واستذكر الأمين العام أهمية معالجة النزاع في المنطقة من خلال الحوار والتفاهم المشترك بين الأطراف المعنية.,واستذكر الأمين العام أهمية معالجة نزاعية في المنطقة من خلال الحوار والتفاهم المشترك بين الأطراف المعنية.,The Secretary-General recalled the importance of addressing the conflict in the region through dialogue and mutual understanding among the concerned parties.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0090,TIER2_Definiteness_Shift_90fa243e,Definiteness Shift,تنمية اقتصادية,التنمية الاقتصادية,وشددت اللجنة على أهمية تنمية اقتصادية مستدامة لتحقيق الأمن والاستقرار في المنطقة وتعزيز التعاون بين الدول الأعضاء.,وشددت اللجنة على أهمية التنمية الاقتصادية المستدامة لتحقيق الأمن والاستقرار في المنطقة وتعزيز التعاون بين الدول الأعضاء.,The committee emphasized the importance of sustainable economic development to achieve security and stability in the region and to enhance cooperation among member states.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0091,TIER2_Register_Mismatch_bbeb5bec,Register Mismatch,تقديم الأدلة,عرض البراهين,يؤكد المجلس على أهمية تقديم الأدلة في التحقيقات الجارية لضمان الشفافية والمساءلة في القضايا المتعلقة بانتهاكات حقوق الإنسان.,يؤكد المجلس على أهمية عرض البراهين في التحقيقات الجارية لضمان الشفافية والمساءلة في القضايا المتعلقة بانتهاكات حقوق الإنسان.,The Council emphasizes the importance of presenting evidence in ongoing investigations to ensure transparency and accountability in matters related to human rights violations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0092,TIER2_Invalid_Pattern_44295929,Invalid Pattern,الممثلين,الممثلون,طالب المجلس جميع الدول الأعضاء بتقديم الدعم اللازم لتعزيز التعاون بين الممثلين الدائمين في الأمم المتحدة لضمان تحقيق الأهداف المشتركة.,طالب المجلس جميع الدول الأعضاء بتقديم الدعم اللازم لتعزيز التعاون بين الممثلون الدائمين في الأمم المتحدة لضمان تحقيق الأهداف المشتركة.,The council called upon all member states to provide necessary support to enhance cooperation among permanent representatives at the United Nations to ensure the achievement of common goals.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0093,TIER2_Wrong_Word_Order_839e8f2f,Wrong Word Order,تقرير اللجنة العسكرية,اللجنة العسكرية تقرير,أعلن رئيس الأركان أن تقرير اللجنة العسكرية سيتم تقديمه في الجلسة القادمة لمجلس الأمن لمناقشة الأوضاع الأمنية.,أعلن رئيس الأركان أن اللجنة العسكرية تقرير سيتم تقديمه في الجلسة القادمة لمجلس الأمن لمناقشة الأوضاع الأمنية.,The Chief of Staff announced that the military committee's report will be presented at the next Security Council session to discuss security conditions.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,0.0
T2_EVAL_0094,TIER2_Meaning_Shift_9bf0dc71,Meaning Shift,اللاجئين,المهاجرين,يدعو الأمين العام الدول الأعضاء إلى زيادة جهودها لدعم اللاجئين وتوفير السبل اللازمة لضمان عودتهم الآمنة إلى أوطانهم.,يدعو الأمين العام الدول الأعضاء إلى زيادة جهودها لدعم المهاجرين وتوفير السبل اللازمة لضمان عودتهم الآمنة إلى أوطانهم.,The Secretary-General calls on Member States to increase their efforts to support refugees and provide the necessary means to ensure their safe return to their homelands.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0095,TIER2_Meaning_Shift_d5210fcb,Meaning Shift,الأسلحة النووية,الأسلحة الكيميائية,رحب الأمين العام بالجهود الدولية للحد من انتشار الأسلحة النووية وأكد على ضرورة التعاون الدولي لتحقيق الأمن والاستقرار العالمي.,رحب الأمين العام بالجهود الدولية للحد من انتشار الأسلحة الكيميائية وأكد على ضرورة التعاون الدولي لتحقيق الأمن والاستقرار العالمي.,The Secretary-General welcomed the international efforts to curb the proliferation of nuclear weapons and stressed the need for international cooperation to achieve global security and stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0096,TIER2_Tense_Shift_Under_Negation_f538532b,Tense Shift Under Negation,لم تُقدّم,لن تُقدّم,أعربت المفوضية عن أسفها لأن المساعدات الإنسانية لم تُقدّم إلى اللاجئين في المنطقة المتضررة حتى الآن بسبب النزاع المستمر.,أعربت المفوضية عن أسفها لأن المساعدات الإنسانية لن تُقدّم إلى اللاجئين في المنطقة المتضررة حتى الآن بسبب النزاع المستمر.,The commission expressed its regret that humanitarian aid has not been provided to the refugees in the affected area due to the ongoing conflict.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0097,TIER2_Name_Entity_Error_14bb94dc,Name Entity Error,مجلس التعاون الخليجي,مجلس التعاون الأوروبي,تحث الجمعية دول مجلس التعاون الخليجي على تعزيز التعاون لتحقيق السلام والاستقرار في المنطقة.,تحث الجمعية دول مجلس التعاون الأوروبي على تعزيز التعاون لتحقيق السلام والاستقرار في المنطقة.,The assembly urges the Gulf Cooperation Council countries to enhance cooperation to achieve peace and stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0098,TIER2_Register_Mismatch_125573cf,Register Mismatch,تصديق المعاهدة,الموافقة على الاتفاقية,طالب المجلس بتسريع عملية تصديق المعاهدة لتعزيز التعاون الدولي في المجال البيئي.,طالب المجلس بتسريع عملية الموافقة على الاتفاقية لتعزيز التعاون الدولي في المجال البيئي.,The council called for expediting the ratification of the treaty to enhance international cooperation in the environmental field.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0099,TIER2_Invalid_Pattern_f1627f8a,Invalid Pattern,التعاونيات,تعاونيات,رحب المجلس بتعزيز الجهود الرامية إلى دعم التعاونيات في المناطق المتأثرة بالنزاعات، وذلك لتحسين الظروف الاقتصادية والاجتماعية للسكان المتضررين.,رحب المجلس بتعزيز الجهود الرامية إلى دعم تعاونيات في المناطق المتأثرة بالنزاعات، وذلك لتحسين الظروف الاقتصادية والاجتماعية للسكان المتضررين.,The council welcomed the enhancement of efforts aimed at supporting cooperatives in conflict-affected areas to improve the economic and social conditions of the affected populations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0100,TIER2_Name_Entity_Error_43a75a01,Name Entity Error,معاهدة السلام,معاهدة الصلح,أشار المندوب إلى أهمية تنفيذ بنود معاهدة السلام لتعزيز الاستقرار في المنطقة.,أشار المندوب إلى أهمية تنفيذ بنود معاهدة الصلح لتعزيز الاستقرار في المنطقة.,The delegate pointed to the importance of implementing the terms of the peace treaty to enhance stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0101,TIER2_Tense_Shift_Under_Negation_2b08fdf8,Tense Shift Under Negation,لم يتم تحديد,لن يتم تحديد,حث المبعوث الخاص على إحراز تقدم في المفاوضات، لكنه أشار إلى أن جدول الأعمال لم يتم تحديده بعد بشكل نهائي.,حث المبعوث الخاص على إحراز تقدم في المفاوضات، لكنه أشار إلى أن جدول الأعمال لن يتم تحديده بعد بشكل نهائي.,"The Special Envoy urged progress in negotiations, but noted that the agenda has not yet been definitively set.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0102,TIER2_Wrong_Word_Order_da1b16b6,Wrong Word Order,العمليات العسكرية النشطة,العسكرية العمليات النشطة,وأعاد مجلس الأمن التأكيد على ضرورة الحد من العمليات العسكرية النشطة للحفاظ على السلام الإقليمي.,وأعاد مجلس الأمن التأكيد على ضرورة الحد من العسكرية العمليات النشطة للحفاظ على السلام الإقليمي.,The Security Council reaffirmed the necessity of limiting active military operations to maintain regional peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0103,TIER2_Literal_Translation_c68cf823,Literal Translation,فتح قناة حوار,إقامة قناة تواصل,حث المندوب على فتح قناة حوار دبلوماسية بين الأطراف لضمان استئناف المفاوضات بنجاح.,حث المندوب على إقامة قناة تواصل دبلوماسية بين الأطراف لضمان استئناف المفاوضات بنجاح.,The delegate urged the opening of a diplomatic dialogue channel between the parties to successfully resume negotiations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0104,TIER2_Tense_Shift_Under_Negation_c0200496,Tense Shift Under Negation,لم يتم التوقيع,لن يتم التوقيع,أشار المندوب إلى أن المعاهدة لم يتم التوقيع عليها بعد من قبل الدول الأعضاء الرئيسية في المنطقة.,أشار المندوب إلى أن المعاهدة لن يتم التوقيع عليها بعد من قبل الدول الأعضاء الرئيسية في المنطقة.,The delegate noted that the treaty has not yet been signed by the main member states in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0105,TIER2_Passive_to_Active_Voice_0cb008bb,Passive to Active Voice,سُلِّمَت,تم تسليم,واستذكر الأمين العام أن المساعدات الإنسانية قد سُلِّمَت إلى المناطق المتضررة من الأزمة.,واستذكر الأمين العام أن المساعدات الإنسانية قد تم تسليمها إلى المناطق المتضررة من الأزمة.,The Secretary-General recalled that humanitarian aid has been delivered to the crisis-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0106,TIER2_Invalid_Pattern_42fc13d6,Invalid Pattern,المعدات,الأعتدة,يقرر أن يعمل الفريق على جمع المعلومات الاستخباراتية حول المعدات العسكرية ونزع السلاح، لضمان حفظ السلام والاستقرار في المنطقة.,يقرر أن يعمل الفريق على جمع المعلومات الاستخباراتية حول الأعتدة العسكرية ونزع السلاح، لضمان حفظ السلام والاستقرار في المنطقة.,It is decided that the team will work on gathering intelligence on military equipment and disarmament to ensure peace and stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0107,TIER2_Register_Mismatch_7ef83f28,Register Mismatch,السلام الشامل,السلام التام,وأعرب عن التزامه التام بدعم مساعي السلام الشامل في المنطقة والعمل على تحقيق استقرار دائم لشعوبها.,وأعرب عن التزامه التام بدعم مساعي السلام التام في المنطقة والعمل على تحقيق استقرار دائم لشعوبها.,He expressed his full commitment to supporting comprehensive peace efforts in the region and working towards lasting stability for its peoples.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,3.0,3.0,5.0,1.0,1.0
T2_EVAL_0108,TIER2_Noun_to_Adjective_69049aae,Noun to Adjective,السلام,السلمي,أشار الممثل الخاص إلى أهمية تعزيز السلام والتعاون الإقليمي لضمان استقرار المنطقة.,أشار الممثل الخاص إلى أهمية تعزيز السلمي والتعاون الإقليمي لضمان استقرار المنطقة.,The Special Representative emphasized the importance of promoting peace and regional cooperation to ensure the stability of the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0109,TIER2_Hypernym_for_Hyponym_fac3aeba,Hypernym for Hyponym,التنمية الاقتصادية,التنمية,ناشدت الدول الأعضاء بضرورة تعزيز التعاون في مجال الحوكمة لتحقيق التنمية الاقتصادية المستدامة في المنطقة.,ناشدت الدول الأعضاء بضرورة تعزيز التعاون في مجال الحوكمة لتحقيق التنمية المستدامة في المنطقة.,The member states urged the need to strengthen cooperation in governance to achieve sustainable economic development in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0110,TIER2_Progressive_to_Perfective_a28134a5,Progressive to Perfective,تواصل المنظمات الإغاثية تقديم,قدمت المنظمات الإغاثية,وتواصل المنظمات الإغاثية تقديم المساعدات الأساسية إلى النازحين في المناطق المتضررة لضمان تلبية احتياجاتهم الإنسانية الملحة.,وقدمت المنظمات الإغاثية المساعدات الأساسية إلى النازحين في المناطق المتضررة لضمان تلبية احتياجاتهم الإنسانية الملحة.,The relief organizations continue to provide essential aid to the displaced in affected areas to ensure their urgent humanitarian needs are met.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0111,TIER2_Literal_Translation_db87b59d,Literal Translation,خرج عن الاجتماع,غادر الاجتماع,دعا السفير جميع الأعضاء إلى الالتزام بالموضوع ومنع أي عضو من أن يخرج عن الاجتماع بحديث خارج السياق.,دعا السفير جميع الأعضاء إلى الالتزام بالموضوع ومنع أي عضو من أن يغادر الاجتماع بحديث خارج السياق.,The ambassador called on all members to stay on topic and prevent any member from leaving the meeting with off-topic remarks.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,5.0,5.0,1.0,0.0
T2_EVAL_0112,TIER2_Literal_Translation_5fd20d83,Literal Translation,موقف صعب,وضع حرج,طالب المسؤولون بضرورة توفير الحماية اللازمة للاجئين في ظل موقف صعب يواجهونه.,طالب المسؤولون بضرورة توفير الحماية اللازمة للاجئين في ظل وضع حرج يواجهونه.,Officials called for necessary protection for refugees amidst the difficult situation they are facing.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0113,TIER2_Definiteness_Shift_6a8eb02a,Definiteness Shift,معاهدة السلام,معاهدة للسلام,تؤكد اللجنة على أهمية الالتزام بمعاهدة السلام لتحقيق الاستقرار الدائم في المنطقة.,تؤكد اللجنة على أهمية الالتزام بمعاهدة للسلام لتحقيق الاستقرار الدائم في المنطقة.,The committee emphasizes the importance of adhering to the peace treaty to achieve lasting stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0114,TIER2_Total_Omission_f0ad96d9,Total Omission,الأمن الغذائي,[OMITTED],يطلب إلى الدول الأعضاء تحسين الأمن الغذائي في المناطق المتضررة من الطوارئ واللاجئين.,يطلب إلى الدول الأعضاء تحسين في المناطق المتضررة من الطوارئ واللاجئين.,The member states are requested to improve food security in areas affected by emergencies and refugees.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0115,TIER2_Active_to_Passive_Voice_0eadc0e4,Active to Passive Voice,قدمت الإغاثة,تم تقديم الإغاثة,أعلن المدير التنفيذي أن الوكالة قد قدمت الإغاثة للنازحين في المنطقة المتضررة.,أعلن المدير التنفيذي أن الوكالة تم تقديم الإغاثة للنازحين في المنطقة المتضررة.,The Executive Director announced that the agency had provided relief to the displaced in the affected area.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,0.0
T2_EVAL_0116,TIER2_Register_Mismatch_99107967,Register Mismatch,التداعيات,الآثار,أيدت الجمعية العامة للولايات المتحدة قراراً يدعو إلى تقييم التداعيات المحتملة لاستخدام الأسلحة النووية على الاستقرار العالمي.,أيدت الجمعية العامة للولايات المتحدة قراراً يدعو إلى تقييم الآثار المحتملة لاستخدام الأسلحة النووية على الاستقرار العالمي.,The General Assembly of the United States supported a resolution calling for an assessment of the potential impacts of nuclear weapons use on global stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0117,TIER2_Active_to_Passive_Voice_ba160a0e,Active to Passive Voice,أيدت المندوب,تم تأييد,أيدت المندوب الدائم لدى الأمم المتحدة القرار الجديد لتعزيز السلام في المنطقة.,تم تأييد القرار الجديد لتعزيز السلام في المنطقة من قبل المندوب الدائم لدى الأمم المتحدة.,The permanent representative to the United Nations supported the new resolution to promote peace in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0118,TIER2_Hypernym_for_Hyponym_d5871c52,Hypernym for Hyponym,العقوبات الاقتصادية,العقوبات,أعرب الأمين العام عن قلقه إزاء تأثير العقوبات الاقتصادية على الاقتصاد المحلي والتعاون الإقليمي، داعياً إلى إعادة النظر في هذه الإجراءات.,أعرب الأمين العام عن قلقه إزاء تأثير العقوبات على الاقتصاد المحلي والتعاون الإقليمي، داعياً إلى إعادة النظر في هذه الإجراءات.,"The Secretary-General expressed concern about the impact of economic sanctions on the local economy and regional cooperation, calling for a review of these measures.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0119,TIER2_Tense_Shift_Under_Negation_5f9c1502,Tense Shift Under Negation,لم تحظَ,لن تحظى,رحب الأمين العام بالتعاون الدولي في مجال العلاقات الدبلوماسية وأشار إلى أن الجهود المبذولة لم تحظَ بالاهتمام الكافي من المجتمع الدولي.,رحب الأمين العام بالتعاون الدولي في مجال العلاقات الدبلوماسية وأشار إلى أن الجهود المبذولة لن تحظى بالاهتمام الكافي من المجتمع الدولي.,The Secretary-General welcomed international cooperation in the field of diplomatic relations and noted that the efforts made have not received sufficient attention from the international community.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0120,TIER2_Name_Entity_Error_83a24118,Name Entity Error,الأونروا,اليونسيف,حث الأمين العام الدول الأعضاء على دعم الأونروا في جهودها لمساعدة اللاجئين.,حث الأمين العام الدول الأعضاء على دعم اليونسيف في جهودها لمساعدة اللاجئين.,The Secretary-General urged member states to support UNRWA in its efforts to assist refugees.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0121,TIER2_Wrong_Structure_e53ff0f7,Wrong Structure,المركز الدولي لنزع السلاح,المركز الدولي لحفظ السلام,أيدت اللجنة مبادرة المركز الدولي لنزع السلاح لتعزيز التعاون بين الدول الأعضاء في مجال الحد من الأسلحة النووية.,أيدت اللجنة مبادرة المركز الدولي لحفظ السلام لتعزيز التعاون بين الدول الأعضاء في مجال الحد من الأسلحة النووية.,The committee supported the initiative of the International Center for Disarmament to enhance cooperation among member states in the field of nuclear arms reduction.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,3.0,4.0,5.0,1.0,1.0
T2_EVAL_0122,TIER2_Hyponym_for_Hypernym_439a129c,Hyponym for Hypernym,المساعدة المالية,المنحة,ناشد المجلس المجتمع الدولي لتقديم المساعدة المالية لدعم اللاجئين وتحسين ظروفهم المعيشية في المخيمات.,ناشد المجلس المجتمع الدولي لتقديم المنحة لدعم اللاجئين وتحسين ظروفهم المعيشية في المخيمات.,The council urged the international community to provide financial assistance to support refugees and improve their living conditions in camps.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0123,TIER2_Meaning_Shift_a8bf49c1,Meaning Shift,التهدئة,التصعيد,وشددت اللجنة على أهمية التهدئة في المنطقة لتحقيق السلام والاستقرار الدائمين.,وشددت اللجنة على أهمية التصعيد في المنطقة لتحقيق السلام والاستقرار الدائمين.,The committee emphasized the importance of de-escalation in the region to achieve lasting peace and stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0124,TIER2_Name_Entity_Error_0ac1e5ca,Name Entity Error,الممثل الخاص,الممثل العام,لاحظ الأمين العام أن الممثل الخاص سيقوم بزيارة المنطقة لمتابعة المشاورات.,لاحظ الأمين العام أن الممثل العام سيقوم بزيارة المنطقة لمتابعة المشاورات.,The Secretary-General noted that the Special Representative will visit the region to follow up on the consultations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0125,TIER2_Noun_to_Adjective_486dfe0b,Noun to Adjective,المفاوضات,التفاوضية,يرحب المجلس بالجهود المبذولة لاستئناف المفاوضات السلمية بين الأطراف المتنازعة في المنطقة.,يرحب المجلس بالجهود المبذولة لاستئناف التفاوضية السلمية بين الأطراف المتنازعة في المنطقة.,The council welcomes the efforts to resume peaceful negotiations between the conflicting parties in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0126,TIER2_Meaning_Shift_2cf4f8b7,Meaning Shift,الإمدادات,المساعدات,أشار التقرير إلى ضرورة تعزيز الإمدادات الإنسانية للاجئين في المناطق المتضررة لتلبية احتياجاتهم الأساسية.,أشار التقرير إلى ضرورة تعزيز المساعدات الإنسانية للاجئين في المناطق المتضررة لتلبية احتياجاتهم الأساسية.,The report emphasized the need to enhance humanitarian supplies for refugees in affected areas to meet their basic needs.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0127,TIER2_Definiteness_Shift_a2b91acc,Definiteness Shift,المشاورات,مشاورات,تؤكد اللجنة ضرورة استمرار المشاورات بين الدول المعنية للتوصل إلى حلول دبلوماسية فعالة للأزمة الحالية.,تؤكد اللجنة ضرورة استمرار مشاورات بين الدول المعنية للتوصل إلى حلول دبلوماسية فعالة للأزمة الحالية.,The committee emphasizes the need to continue consultations between the concerned countries to reach effective diplomatic solutions for the current crisis.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0128,TIER2_Total_Omission_2443c142,Total Omission,معايير الامتثال,[OMITTED],يقرر أن يتم تحديث معايير الامتثال لتعزيز الإشراف القانوني على الأنشطة التجارية الدولية.,يقرر أن يتم تحديث لتعزيز الإشراف القانوني على الأنشطة التجارية الدولية.,It is decided that compliance standards will be updated to enhance legal oversight of international commercial activities.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0129,TIER2_Gender_Disagreement_6b89bf95,Gender Disagreement,إلزامها,إلزامه,أوصى المستشار القانوني بضرورة إلزامها بالامتثال الكامل للقانون الدولي الإنساني لضمان حماية المدنيين في النزاعات المسلحة.,أوصى المستشار القانوني بضرورة إلزامه بالامتثال الكامل للقانون الدولي الإنساني لضمان حماية المدنيين في النزاعات المسلحة.,The legal advisor recommended the need to obligate her to fully comply with international humanitarian law to ensure the protection of civilians in armed conflicts.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0130,TIER2_Adjective_to_Noun_0f11e7d9,Adjective to Noun,الإنسانية,الإنسان,أشار التقرير إلى الحاجة الملحة لزيادة المساعدات الإنسانية للاجئين في المناطق المتضررة.,أشار التقرير إلى الحاجة الملحة لزيادة المساعدات الإنسان للاجئين في المناطق المتضررة.,The report highlighted the urgent need to increase humanitarian aid for refugees in affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
