Sentence_ID,MT_Tool,seed_source,error_label,keyword,best_match,ocs_match_rule,clean_ar,error_ar,ocs,cps,sfr,csr,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation,tier2_seed_recommendation_final,cell15_status
2004/s/res/1540_2004_/26:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],suffix_ة,2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة غير تابعة لدولة صنع الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استعمالها، لا سيما في الأغراض الإرهابية، كما تحظر محاولات الانخراط في أي من الأنشطة الآنفة الذكر أو الضلوع كشريك فيها أو المساعدة على القيام بها أو تمويلها؛,2 - يقرر أيضا أن تقوم جميع الدول، وفقا لإجراءاتها الوطنية، باعتماد وإنفاذ قوانين فعالة مناسبة تحظر على أي جهة من غير الدول صنع أسلحة نووية أو كيميائية أو بيولوجية أو احتيازها أو امتلاكها أو تطويرها أو نقلها أو تحويلها أو استخدامها. وسائل إيصالها، ولا سيما لأغراض إرهابية، وكذلك محاولة الانخراط في أي من الأنشطة المذكورة أعلاه، أو المشاركة فيها كشريك، أو مساعدتها أو تمويلها؛,1.0,0.7424999999999999,0.9834324717521667,0.7376237623762376,5,5,4,3,1,1,success
2004/s/res/1540_2004_/27:1,en_ar_DEEP,TIER1_CLEAN_A,Register Mismatch,ملائم,مناسب,suffix_ة,3 - يقرر أيضا أن تقوم جميع الدول باتخاذ وإنفاذ تدابير فعالة لوضع ضوابط محلية ترمي إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، بما في ذلك عن طريق وضع ضوابط ملائمة على ما يتصل بذلك من مواد، وأن تقوم من أجل تحقيق هذه الغاية بما يلي:,3 - يقرر أيضا أن تتخذ جميع الدول وتنفذ تدابير فعالة لوضع ضوابط محلية لمنع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها، بما في ذلك عن طريق وضع ضوابط مناسبة على المواد ذات الصلة، وتحقيقا لهذه الغاية، يجب عليها:,1.0,0.7725490196078432,0.9899017214775084,0.7653846153846153,5,5,5,2,1,1,success
2004/s/res/1566_2004_/17:1,en_ar_TRANSFORMERS,TIER1_CLEAN_A,Progressive to Perfective,التي ترتكب,المرتكبة,exact_seq,3 - يذكِّر بأن الأعمال الإجرامية، بما في ذلك تلك التي ترتكب ضد المدنيين بقصد القتل أو إلحاق إصابات جسمانية خطيرة، أو أخذ الرهائن، بغرض إشاعة حالة من الرعب بين عامة الجمهور أو جماعة من الأشخاص أو أشخاص معينين، أو لتخويف جماعة من السكان، أو إرغام حكومة أو منظمة دولية على القيام بعمل ما أو عدم القيام به، والتي تشكِّل جرائم في نطاق الاتفاقيات والبروتوكولات الدولية ذات الصلة بالإرهاب ووفقا للتعريف الوارد فيها، لا يمكن تحت أي ظرف من الظروف تبريرها بأي اعتبارات ذات طابع سياسي أو فلسفي أو عقائدي أو عنصري أو عرقي أو ديني أو أي طابع آخر من هذا القبيل، ويهيب بجميع الدول أن تمنع هذه الأعمال، وأن تكفل، في حالة عدم منعها، المعاقبة عليها بعقوبات تتمشى مع ما لها من طابع خطير؛,3 - تشير إلى أن الأعمال الإجرامية، بما في ذلك الأعمال المرتكبة ضد المدنيين، بقصد القتل أو إلحاق إصابات بدنية جسيمة أو أخذ الرهائن، بغرض إشاعة حالة من الرعب لدى عامة الجمهور أو مجموعة من الأشخاص أو أشخاص معينين، أو تخويف السكان أو إرغام حكومة أو منظمة دولية على القيام بأي عمل أو الامتناع عن القيام به، يشكل جرائم تدخل في نطاق الاتفاقيات والبروتوكولات الدولية المتعلقة بالإرهاب وتعرفها في تلك الاتفاقيات والبروتوكولات، لا تبررها بأي حال من الأحوال اعتبارات ذات طابع سياسي أو فلسفي أو عقائدي أو عنصري أو إثني أو ديني أو أي طابع مماثل آخر، وتهيب بجميع الدول أن تمنع هذه الأعمال، وأن تكفل، إن لم تمنع، المعاقبة على هذه الأعمال بعقوبات تتفق مع طبيعتها الخطيرة؛,1.0,0.7218844984802432,0.9818181991577148,0.721556886227545,5,5,4,3,1,1,success
2004/s/res/1566_2004_/8:1,en_ar_DEEP,TIER1_CLEAN_A,Terminology Substitution,يهيب,يدعو,exact,"وإذ يهيب بالدول أن تتعاون على نحو تام مع لجنة مكافحة الإرهاب المنشأة عملا بالقرار 1373 (2001)، بما في ذلــك الإدارة التنفيذية للجنـــة مكافحة الإرهاب التي أنشئت في الآونة الأخيرة، و ""لجنة الجزاءات المتعلقة بتنظيم القاعدة وحركة الطالبان"" المنشأة عملا بالقرار 1267 (1999) وفريق الدعم التحليلي ورصد الجزاءات التابع لها، واللجنة المنشأة عملا بالقرار 1540 (2004)، وإذ يهيب كذلك بهذه الهيئات أن تعزز التعاون فيما بينها،","وإذ يهيب بالدول أن تتعاون تعاونا كاملا مع لجنة مكافحة الإرهاب المنشأة عملا بالقرار 1373 (2001)، بما في ذلك المديرية التنفيذية للجنة مكافحة الإرهاب المنشأة مؤخرا، و""لجنة الجزاءات المفروضة على تنظيم القاعدة وحركة الطالبان"" المنشأة عملا إلى القرار 1267 (1999) وفريق الدعم التحليلي ورصد الجزاءات التابع له، واللجنة المنشأة عملا بالقرار 1540 (2004)، وإذ يدعو كذلك هذه الهيئات إلى تعزيز التعاون فيما بينها،",1.0,0.843520782396088,0.9883972406387328,0.8571428571428572,5,5,5,2,1,1,success
2005/s/2005/15/add_23/32:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,"الحالة في الشرق الأوسط (انظرS/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 and 44; S/11185/Add.14-16, 21, 42/Rev.1 and 47; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; S/12269/Add.12, 13, 21, 42 and 48; S/12520/Add.10, 11, 17, 21, 37, 39, 42, 47 and 48; S/13033/Add.2, 16, 19, 21, 23, 34, 47 and 50; S/13737/Add.15, 16, 21, 24-26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; S/14840/Add.8, 21-25, 27, 30-33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; S/16270/Add.6-8, 15, 20, 21, 34, 35, 40 and 47; S/16880/Add.8-10, 15, 20, 21, 41 and 46; S/17725/Add.2, 15, 21, 28, 35, 38, 43 and 47; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2-4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; S/2001/15/Add.5, 22, 31 and 48; S/2002/30/Add.4, 21, 30 and 50; S/2003/40/Add.4, 25, 30 and 51; S/2004/20/Add.4, 26, 30, 35, 42 and 50; and S/2005/15/Add.3, 6, 13, 16 and 17 and 22; ؛ انظر أيضا S/2000/40/Add.39, 44, 46, 47 and 50; S/2001/15/Add.11-13, 34, 47 and 50; S/2002/30/Add.3, 7, 8, 10, 12-15, 17, 20, 23, 24, 28, 29, 37, 38, 45 and 50; S/2003/40/Add.2, 3, 6, 11, 15, 20, 23, 25, 28, 29, 33, 37, 40-42, 46 and 49; S/2004/20/Add.2, 3, 7, 11, 12, 16, 20, 25, 28, 29, 32, 37, 40, 42, 46, 49 and 50; and S/2005/15/Add.1, 3, 6, 7, 9, 11, 15 and 19)",الوضع في الشرق الأوسط (انظر S/7913، S/7923، S/7976، S/8000، S/8048، S/8066، S/8215، S/8242، S/8252، S/8269، S/8502، S/8525، S/8534، S/8564، S/8575، S/8584، S/8595، S/8747، S/8753، S/8807، S/8815، S/8828، S/8836، S/8885، S/8896، S/8960، S/9123، S/9135، S/9319، S/9382، S/9395، S/9406، S/9427 و Corr.1، S/9449، S/9452، S/9805، S/9812، S/9930، S/10327، S/10341، S/10554، S/10557، S/10703، S/10721، S/10729، S/10743، S/10770/Add.4، S/10855/Add.15، 16، 23، 24، 29، 30، 33، 41، 43 و44؛ S/11185/Add.14-16، 21، 42/Rev.1 و47؛ S/11593/Add.15، 21، 29، 42 و49؛ S/11935/Add.21، 42 و44؛ 48؛ S/12269/Add.12، 13، 21، 42 و48؛ S/12520/Add.10، 11، 17، 21، 37، 39، 42، 47 و48؛ S/13033/Add.2، 16، 19، 21، 23، 34، 47 و50؛ S/13737/Add.15، 16، 21، 24-26، 33، 47 و50؛ S/14326/Add.10، 11، 20، 24، 28، 29، 47 و50؛ S/14840/Add.8، 21-25، 27، 30-33، 37، 42 و48؛ S/15560/Add.3، 21، 29، 37، 42، 45، 47 و48؛ S/16270/Add.6-8، 15، 20، 21، 34، 35، 40 و47؛ S/16880/Add.8-10، 15، 20، 21، 41 و46؛ S/17725/Add.2، 15، 21، 28، 35، 38، 43 و47؛ S/18570/Add.2، 21، 30 و47؛ S/19420/Add.2-4، 18، 19، 22 وCorr.1، 30، 48 و50؛ S/20370/Add.4، 12، 16، 21، 30، 32، 37، 44، 46، 47 و51؛ S/21100/Add.4، 21، 30 و47؛ S/22110/Add.4، 21، 30 و47؛ S/23370/Add.4، 7، 21، 30 و47؛ S/25070/Add.4، 21، 30 و48؛ S/1994/20/Add.3، 20، 29 و47؛ S/1995/40/Add.4، 21، 29 و47؛ S/1996/15/Add.4، 15، 21، 30 و47؛ S/1997/40/Add.4، 21، 30 و46؛ S/1998/44/Add.4، 21، 30 و47؛ S/1999/25/Add.3، 20، 29 و46؛ S/2000/40/Add.4، 15، 20، 21، 24، 29 و47؛ S/2001/15/Add.5، 22، 31 و48؛ S/2002/30/Add.4، 21، 30 و50؛ S/2003/40/Add.4، 25، 30 و51؛ S/2004/20/Add.4، 26، 30، 35، 42 و50؛ وS/2005/15/Add.3، 6، 13، 16، 17 و22؛ وانظر أيضاً S/2000/40/Add.39، 44، 46، 47 و50؛ وS/2001/15/Add.11-13، 34، 47 و50؛ وS/2002/30/Add.3، 7، 8، 10، 12-15، 17، 20، 23، 24، 28، 29، 37، 38، 45 و50؛ وS/2003/40/Add.2، 3، 6، 11، 15، 20، 23، 25، 28، 29، 33، 37، 40-42، 46 و49؛ (S/2004/20/Add.2، 3، 7، 11، 12، 16، 20، 25، 28، 29، 32، 37، 40، 42، 46، 49 و50؛ وS/2005/15/Add.1، 3، 6، 7، 9، 11، 15 و19),1.0,0.7864309603440038,0.9763818383216858,0.7863614687649022,1,5,4,2,1,1,success
2005/s/2005/30/272:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],both_ال_ة,164 - وتمركز حلفاء قوات تحرير رواندا التابعة لناكاباكا في مواقع على امتداد سهل روزيزي وفوق الهضاب إلى الغرب، ولا سيما في مناطق سان جي، ولفونيجي وليميرا.,164 - وتحصنت القوات الديمقراطية لتحرير رواندا، حلفاء العقيد ناكاباكا، في مواقع على طول سهل روزيزي وعلى قمم التلال في الغرب، ولا سيما في مناطق سانجي وليفونجي وليميرا.,1.0,0.6848484848484848,0.93049818277359,0.6848484848484848,5,5,4,3,1,1,success
2005/s/2005/572/200:3,en_ar_DEEP,TIER1_CLEAN_A,Hypernym for Hyponym,جماعات,مجموعات,exact,وعلاوة على ذلك، قُدمت معلومات رسمية، أثناء زيارة الفريق إلى السودان، بشأن قيام جماعات مرتبطة بتنظيم القاعدة بتهريب أسلحة عبر إريتريا إلى عناصر التنظيم في المملكة العربية السعودية.,وعلاوة على ذلك، خلال زيارة الفريق إلى السودان، قُدمت معلومات رسمية عن مجموعات مرتبطة بتنظيم القاعدة تقوم بتهريب الأسلحة عبر إريتريا إلى عناصر تنظيم القاعدة في المملكة العربية السعودية.,1.0,0.6610169491525424,0.9761530756950378,0.6630434782608696,5,5,5,2,1,1,success
2005/s/2005/572/254:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],exact,156 - تابع الفريق تعزيز وتشجيع تبادل الآراء مع الخبراء الذين تم تعيينهم لمساعدة لجنة مكافحة الإرهاب والمديرية التنفيذية للجنة مكافحة الإرهاب الناشئة، وشارك في ثلاثة اجتماعات للجنة مكافحة الإرهاب حيث تم تقديم ثلاثة عروض بشأن المجالات ذات الصلة بعمل الفريق().,156 - واصل الفريق تعزيز وتشجيع التبادل مع الخبراء المعينين لمساعدة لجنة مكافحة الإرهاب والمديرية التنفيذية الناشئة للجنة مكافحة الإرهاب، وشارك في ثلاثة اجتماعات للجنة قدمت فيها عروض بشأن المجالات ذات الصلة بعمل اللجنة. عمل الفريق.,1.0,0.6758893280632411,0.9785710573196412,0.6848249027237354,5,5,4,2,1,1,success
2005/s/2005/572/291:4,en_ar_DEEP,TIER1_CLEAN_A,Hypernym for Hyponym,مستقل,منفصل,prefix_ال,ثم سعى ممثلو الادعاء الهولندي إلى فرض حظر على المؤسسة وحلها وتسليم أية أرصدة ائتمانية في حساب المنظمة المصرفي إلى الدولة ولكن المحكمة قررت أن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، المستقل والمنفصل عن المنظمة الدولية، قد قام بدعم الإرهاب، وذكر ممثلو الادعاء الهولندي أنهم سوف يطعنون في حكم المحكمة، وسوف يسعون للحصول على معلومات إضافية عن مؤسسة الحرمين وعن السيد العاقل من الولايات المتحدة.,سعى المدعون العامون الهولنديون بعد ذلك إلى حظر المؤسسة وحلها والإفراج عن أي رصيد دائن في الحساب المصرفي للمنظمة إلى الدولة، لكن المحكمة قضت بأن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، منفصل ومنفصل عن المنظمة الدولية، كان يدعم الإرهاب. وقال ممثلو الادعاء الهولنديون إنهم يعتزمون استئناف حكم المحكمة، وكذلك الحصول على مزيد من المعلومات حول مؤسسة الحرمين والعقيل من الولايات المتحدة.,1.0,0.6675126903553299,0.954782485961914,0.6641604010025063,5,5,4,2,1,1,success
2005/s/2005/572/375:2,en_ar_TRANSFORMERS,TIER1_CLEAN_A,Total Omission,خاص,[OMITTED],exact,وقد أوضح خبراء الوكالــة الدولية للطاقة الذريــة للفريق بأن من احتمال حصول الإرهابيين بصورة غير مشروعة على جهاز عسكري أكثر بكثير احتمال قيامهم بصنع جهاز خاص بهم بطريقة مرتجلة.,وأوضح خبراء الوكالة الدولية للطاقة الذرية للفريق أن احتمال حصول الإرهابيين بصورة غير مشروعة على جهاز عسكري أكبر بكثير من احتمال بناء جهازهم المرتجل.,1.0,0.7906976744186046,0.91709166765213,0.7771428571428571,5,5,4,2,1,1,success
2005/s/2005/6/42:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_لل,وتضمَّنت الإحاطة وصفا قاتما للحالة في المنطقة التي اتسمت بمزيد من أعمال العنف والإرهاب.,وتضمن التقرير وصفا قاتما للوضع في المنطقة، الذي اتسم بمزيد من أعمال العنف والإرهاب.,1.0,0.8313253012048193,0.9632292985916138,0.8275862068965517,5,5,4,3,1,1,success
2005/s/2005/60/120:3,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,بموجب,[OMITTED],exact,ويعتبر هذا التفسير مبررا بموجب المبادئ الأساسية للقانون الجنائي الدولي، التي تنص على قيام المسؤولية الجنائية الفردية حال ارتكاب شخص ما بنفسه جريمة ما، وكذلك حال مشاركة الشخص في أية صور أو أشكال أخرى من السلوك الإجرامي.,وهذا التفسير تبرره المبادئ الأساسية للقانون الجنائي الدولي، التي تنص على أن المسؤولية الجنائية الفردية تنشأ عندما يرتكب شخص ما جريمة مادية، وكذلك عندما ينخرط في أشكال أو طرائق أخرى من السلوك الإجرامي.,1.0,0.7323943661971831,0.9433459639549256,0.7155963302752293,5,5,4,3,1,1,success
2005/s/2005/60/134:4,en_ar_DEEPL,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],prefix_ال,وعلاوة على ذلك، زار الفريق المعني بغرب دارفور مخيمات اللاجئين الموجودة في تشاد، كما زار الفريق المعني بجنوب دارفور المعتقل التابع للأمن الوطني في نيالا.,وبالإضافة إلى ذلك، زار فريق غرب دارفور مخيمات اللاجئين في تشاد وزار فريق جنوب دارفور مركز احتجاز الأمن الوطني في نيالا.,1.0,0.6554054054054055,0.9712086915969848,0.6644736842105263,5,5,5,2,1,1,success
2005/s/2005/60/237:1,en_ar_DEEP,TIER1_CLEAN_A,Hypernym for Hyponym,جماعات,مجموعات,exact,"107 - وتندرج تحت الفئة الثانية مليشيات ذات أبنية تنظيمية شبه عسكرية تتوازي مع القوات النظامية، ومن ضمنها جماعات تعرف باسم ""القوة الضاربة"" والمجاهدين والفرسان.","107 - وتشمل الفئة الثانية الميليشيات التي يتم تنظيمها في هياكل شبه عسكرية وبالتوازي مع القوات النظامية، بما في ذلك المجموعات المعروفة باسم ""القوة الضاربة"" أو المجاهدين أو الفرسان (الفرسان).",1.0,0.6593406593406593,0.9484738111495972,0.6613756613756614,5,5,4,2,1,1,success
2005/s/2005/60/254:1,en_ar_DEEP,TIER1_CLEAN_A,Register Mismatch,الصراع القائم,الصراع الحالي,exact_seq,"121 - ""الجنجويد"" الذين يشير إليهم معظم الضحايا في الصراع القائم هم مليشيات عربية تغير على قرى هؤلاء الضحايا ممتطين الخيول أو الجمال، يقتلون وينهبون ويحرقون ويغتصبون.",121- إن الجنجويد الذين يشير إليهم معظم الضحايا في الصراع الحالي هم الميليشيات العربية التي تداهم قرى هؤلاء الضحايا على ظهور الخيل أو الجمال، وتقتل وتنهب وتحرق وتغتصب.,1.0,0.7320261437908497,0.9369763731956482,0.7349397590361446,4,3,4,2,1,1,success
2005/s/2005/60/254:1,en_ar_TRANSFORMERS,TIER1_CLEAN_A,Register Mismatch,الصراع القائم,النزاع الحالي,exact_seq,"121 - ""الجنجويد"" الذين يشير إليهم معظم الضحايا في الصراع القائم هم مليشيات عربية تغير على قرى هؤلاء الضحايا ممتطين الخيول أو الجمال، يقتلون وينهبون ويحرقون ويغتصبون.",121 - والجنجويد الذين يشير إليهم معظم الضحايا في النزاع الحالي هم مليشيات عربية تهاجم قرى هؤلاء الضحايا، وتركب الخيول أو الجمال، وتقتل ونهب وحرق واغتصاب.,1.0,0.8092105263157895,0.9290946125984192,0.793939393939394,4,4,3,3,1,1,success
2005/s/2005/60/351:3,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,وثمة,[OMITTED],exact,وثمة اتفاق عام على أن التصعيد يتزامن مع تكثيف حدة الصراع المسلح الداخلي بين الحكومة وحركتي التمرد: حركة تحرير السودان/جيش تحرير السودان، وحركة العدل والمساواة.,ومن المتفق عليه عموماً أن هذا التصعيد تزامن مع تصاعد الصراع المسلح الداخلي بين الحكومة وحركتي التمرد، حركة/جيش تحرير السودان وحركة العدل والمساواة.,1.0,0.7290322580645161,0.9196738004684448,0.7421383647798743,5,5,4,2,1,1,success
2005/s/2005/60/352:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,وثمة,[OMITTED],exact,185 - وثمة نتيجة مشتركة مفادها أن الحكومة، في إطار ردها على التمرد، ارتكبت أفعالا ضد السكان المدنيين إما بصورة مباشرة أو من خلال مجموعات مسلحة تقوم مقامها بهذه المهمة، وهي أفعال تصل إلى حد انتهاكات جسيمة لحقوق الإنسان والقانون الإنساني.,185 - والاستنتاج المشترك هو أن الحكومة، في ردها على التمرد، ارتكبت أعمالا ضد السكان المدنيين، مباشرة أو من خلال الجماعات المسلحة بالوكالة، وهي أعمال ترقى إلى مستوى الانتهاكات الجسيمة لحقوق الإنسان والقانون الإنساني.,1.0,0.6939655172413793,0.969634473323822,0.7033898305084746,5,5,4,2,1,1,success
2005/s/2005/60/362:4,en_ar_DEEPL,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],both_ال_ة,ولمحت بعض التقارير، فيما أكد عدد قليل منها، أن أركان جريمة الإبادة الجماعية قائمة في أنماط وطبيعة الانتهاكات التي ارتكبتها الحكومة والمليشيات التابعة لها.,وقد ألمحت بعض التقارير، وبعضها الآخر قرر أن أركان جريمة الإبادة الجماعية موجودة في أنماط وطبيعة الانتهاكات التي ترتكبها الحكومة وميليشياتها.,1.0,0.7266666666666667,0.9540067315101624,0.7077922077922079,5,5,4,2,1,1,success
2005/s/2005/60/371:5,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,والعامل الثالث يكمن في الوجود الضعيف للشرطة. والعامل الرابع يكمن في تدخل الجهات الأجنبية في الحالة في دارفور.,أما العامل الثالث فهو الحضور الضعيف للشرطة. أما العامل الرابع فهو تدخل الجهات الأجنبية في الوضع في دارفور.,1.0,0.7358490566037736,0.973941683769226,0.7339449541284404,5,5,5,2,1,1,success
2005/s/2005/60/378:3,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],suffix_ة,وقالت اللجنة إن الحكومة تحاول حماية السكان المدنيين وأنها لم تشن أي عمليات عسكرية ضد المدنيين وإنما ضد أهداف تابعة للمتمردين فقط.,وقالت اللجنة إن الحكومة تحاول حماية السكان المدنيين، وأنها لا تشن عمليات عسكرية ضد المدنيين وتستهدف المتمردين فقط.,1.0,0.856,0.9653717279434204,0.8372093023255813,5,5,5,2,1,1,success
2005/s/2005/60/397:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,228 - وقبل المضي في عرض نتائج تقصي الحقائق الذي قامت به اللجنة، فضلا عن التقييم القانوني لهاتين الحقيقتين، يجدر تقديم بعض الحقائق عن كل من التشريد والدمار، بهدف إعطاء صورة واضحة عن حجم الحالة ونطاقها.,228 - قبل الشروع في عرض نتائج تقصي الحقائق الذي أجرته اللجنة وكذلك التقييم القانوني لهذه الحقائق، يجدر تقديم بعض الحقائق عن كل من التهجير والتدمير، وذلك لإعطاء صورة واضحة عن حجم التهجير والتدمير. وحجم الوضع .,1.0,0.7067307692307692,0.9167453050613404,0.7163461538461539,5,5,4,3,1,1,success
2005/s/2005/60/432:4,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],suffix_ة,وكانت الشــــاحنات تقل قــوات مسلحة تابعة للحكومة واستخدمت فيما بعد لنقل الممتلكات المنهوبة من القرية.,وكانت الشاحنات تحمل القوات المسلحة الحكومية، واستخدمت فيما بعد لنقل الممتلكات المنهوبة من القرية.,1.0,0.8367346938775511,0.9430508613586426,0.8137254901960784,5,5,5,2,1,1,success
2005/s/2005/60/435:6,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],both_ال_ة,وكان قصف المناطق المحيطة بالقرية يتم فيما يبدو بغرض تسهيل عملية نهب وتدمير القرية على أيدي الجنجويد والقوات المسلحة التابعة للحكومة العاملة على الأرض.,ويبدو أن قصف المناطق المحيطة بالقرية كان يهدف إلى تسهيل نهب القرية وتدميرها على يد الجنجويد والقوات المسلحة الحكومية الموجودة على الأرض.,1.0,0.6712328767123288,0.973286747932434,0.6533333333333333,5,5,5,2,1,1,success
2005/s/2005/60/457:3,en_ar_DEEP,TIER1_CLEAN_A,Register Mismatch,الإجراءات الاحتياطية,الاحتياطات,exact_seq,والإجراءات الاحتياطية التي من هذا القبيل مبينة في القانون الدولي العرفي، وهي كما يلي: ينبغي على المحارب (أ) عمل كل ما هو ممكن للتحقق من أن الأهداف التي ستهاجم ليست مدنية الطابع؛ (ب) اتخاذ جميع الإجراءات الاحتياطية الممكنة عند اختيار وسائل القتال وأساليبه لتفادي الإصابة العارضة للمدنيين أو للأهداف المدنية، أو على الأقل لتقليلها إلى أدنى حد ممكن؛ (ج) الامتناع عن شن هجمات قد يتوقع أن تتسبب في فقدان أرواح المدنيين بشكل عارض أو إصابتهم بشكل عارض أو إصابة أهداف مدنية بشكل عارض، بحيث يكون ذلك مفرطا بالنسبة للفائدة العسكرية المحددة المباشرة المتوقعة؛ (د) توجيه تحذير مسبق فعال بخصوص الهجمات التي قد تؤثر على السكان المدنيين، باستثناء ما يحدث في حالات الهجوم، على النحو المنصوص عليه في المادة 26 من أنظمة لاهاي لسنة 1907، أو على النحو المنصوص عليه في المادة 57 (2) (ج) ونصها 'ما لم تسمح الظروف بذلك` أي عندما يرى المحارب أن الهجوم المباغت لا غنى عنه.,وهذه الاحتياطات المنصوص عليها في القانون الدولي العرفي هي كما يلي: يجب على الطرف المحارب (أ) بذل كل ما في وسعه للتحقق من أن الأهداف التي سيتم مهاجمتها ليست ذات طابع مدني؛ (ب) اتخاذ جميع الاحتياطات الممكنة عند اختيار وسائل وأساليب القتال بهدف تجنب الإصابة العرضية بالمدنيين أو الأعيان المدنية أو على الأقل التقليل منها إلى أدنى حد؛ (ج) الامتناع عن شن هجمات قد يتوقع منها أن تسبب خسائر عرضية في أرواح المدنيين أو إصابات في صفوف المدنيين أو الأعيان المدنية تكون مفرطة مقارنة بالميزة العسكرية الملموسة والمباشرة المتوقعة؛ (د) إعطاء تحذير مسبق فعال بشأن الهجمات التي قد تؤثر على السكان المدنيين، باستثناء حالات الاعتداء (على النحو المنصوص عليه في المادة 26 من قواعد لاهاي لعام 1907) أو على النحو المنصوص عليه في المادة 57 (2) (ج)، ما لم تسمح الظروف بذلك - أي عندما يعتبر الطرف المحارب أن الهجوم المفاجئ لا غنى عنه.,1.0,0.694074969770254,0.9633666276931764,0.69185360094451,4,4,4,2,1,1,success
